f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,target
130,77,76,71,94,0,56,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,83,76,71,94,0,3,3,14,66,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,77,76,106,120,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,0,0,0
77,77,76,71,94,62,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,78,77,87,105,55,24,31,31,0,0,0,0,1,1,0,0,0,0,0,0,0,10,7,0,0,0
42,94,77,71,94,0,0,1,2,0,23,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
146,77,76,71,94,71,8,0,19,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,79,76,71,94,0,19,44,28,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
18,77,116,85,97,0,1,2,1,1,0,0,0,0,0,0,0,3,38,0,0,0,0,0,0,2,0
69,77,76,71,94,0,2,0,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,102,76,71,94,0,0,41,5,0,1,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,79,76,71,95,0,32,14,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1
102,77,76,71,94,15,62,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,78,76,101,129,0,0,0,6,56,0,2,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0
18,128,87,71,94,0,0,0,4,1,0,0,0,28,33,0,0,0,0,0,0,0,0,0,0,0,0
69,119,76,71,94,0,0,0,30,19,1,1,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0
63,82,76,71,94,0,5,0,0,34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,92,76,73,99,0,2,1,0,0,27,18,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
22,147,76,71,94,1,3,1,0,0,0,0,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0
74,102,76,71,94,0,0,14,32,0,0,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,101,99,102,125,0,0,2,0,0,0,0,0,0,14,29,0,0,0,0,0,0,11,27,0,0,0
18,77,76,127,96,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,0,0
86,107,76,72,95,0,0,0,2,12,63,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,103,77,71,94,9,39,1,0,0,18,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
101,95,78,81,94,1,58,8,0,0,16,29,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0
79,77,76,71,94,0,3,3,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,142,76,73,94,0,0,0,0,0,0,48,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75,82,76,71,94,0,0,7,58,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
79,77,76,71,94,1,1,0,53,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,100,76,71,94,0,0,0,38,18,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,77,77,169,94,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,0
74,85,77,71,94,0,2,19,44,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1
93,80,76,71,94,19,44,14,6,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,96,105,76,97,0,50,12,0,0,0,0,0,0,0,36,7,0,0,0,0,0,3,2,0,0,0
30,179,85,71,94,1,1,0,3,4,0,0,35,58,26,0,0,0,0,0,0,0,0,0,0,0,0
74,77,81,72,94,0,37,25,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1
41,95,76,99,129,0,0,1,2,0,16,30,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0
181,77,76,71,94,0,58,42,63,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,94,77,71,94,0,0,0,5,0,26,20,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
16,77,134,89,94,0,0,2,1,0,0,0,0,0,0,0,0,14,42,0,2,0,0,0,0,0,0
15,110,107,71,94,0,0,2,0,0,0,0,0,0,19,39,0,0,0,0,0,0,0,0,0,0,0
18,96,124,71,94,0,0,2,4,0,0,0,0,0,0,20,38,0,0,0,0,0,0,0,0,0,0
49,86,79,72,94,0,0,0,0,9,39,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1
67,77,76,71,94,5,43,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,77,76,71,94,2,1,0,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,119,91,73,95,1,1,0,0,0,0,0,0,21,30,0,0,3,1,0,0,0,1,1,0,0,0
27,88,76,71,94,0,1,0,1,4,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,110,76,71,94,1,5,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,99,76,71,94,0,0,0,33,14,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,77,76,71,94,0,2,4,43,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,99,76,71,94,0,0,0,2,1,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,158,131,71,94,0,21,0,0,0,0,0,25,50,0,0,53,4,0,0,0,0,0,0,0,0,0
64,81,81,71,94,2,4,16,32,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1
66,91,79,71,94,5,1,1,1,2,59,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
62,77,76,71,94,32,14,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,77,107,97,94,0,0,0,28,39,0,0,0,0,0,0,0,1,12,29,0,0,0,0,0,0,0
133,96,76,71,94,0,1,60,26,0,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,79,77,75,103,0,0,0,62,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,2,3,1
61,77,76,71,94,2,3,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,77,76,71,94,0,18,28,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
168,97,76,76,97,9,37,0,0,57,83,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0
105,86,76,71,94,0,0,62,0,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,77,76,74,100,0,5,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1
80,78,77,71,94,0,44,19,8,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
145,77,79,74,94,32,47,56,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
98,96,77,74,94,0,62,0,0,1,16,31,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
59,105,94,71,94,32,14,1,2,0,0,0,0,0,30,13,0,0,0,0,0,0,0,0,0,0,1
75,84,76,71,94,0,1,1,0,41,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,79,148,91,94,0,0,14,32,0,0,0,1,1,0,0,0,17,53,0,0,0,0,0,0,0,0
134,117,77,71,94,19,87,19,0,0,0,0,19,26,2,0,0,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,0,0,50,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,77,78,80,94,0,0,55,24,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1
71,83,76,71,94,0,1,6,49,2,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,113,76,71,94,3,2,3,0,0,0,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,81,76,71,94,0,0,9,37,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,90,77,72,94,5,7,0,0,0,35,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
21,77,123,87,95,5,1,2,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0,0,1,0,0
70,77,76,71,94,0,2,2,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,77,76,71,94,6,17,1,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,118,76,71,94,0,0,0,0,0,45,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,93,77,74,94,0,0,4,2,0,23,22,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
47,100,115,71,94,0,0,2,1,0,42,4,0,0,0,5,38,0,0,0,0,0,0,0,0,0,0
20,101,99,71,94,0,0,2,4,2,0,0,0,0,15,28,0,0,0,0,0,0,0,0,0,0,0
47,95,107,95,94,0,2,0,0,0,29,23,0,0,0,0,0,0,17,23,0,0,0,0,0,0,1
113,96,76,71,94,0,0,8,57,0,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,81,78,72,94,71,8,0,0,0,1,6,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0
56,93,110,71,94,0,5,41,0,0,0,0,1,1,0,20,23,0,0,0,0,0,0,0,0,0,0
37,128,128,71,94,0,2,0,0,0,0,33,28,0,0,5,52,0,0,0,0,0,0,0,0,0,0
102,95,76,71,94,3,3,0,31,31,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,80,82,71,94,0,56,6,0,0,0,0,1,2,0,0,4,1,0,0,0,0,0,0,0,0,1
130,116,81,71,94,9,37,79,0,0,0,0,0,28,15,0,0,0,0,0,0,0,0,0,0,0,0
86,149,79,71,94,0,0,19,44,2,0,9,37,35,9,0,0,0,0,0,0,0,0,0,0,0,0
60,93,76,71,94,1,2,0,0,2,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,113,85,80,96,0,0,1,2,0,0,0,0,16,27,0,0,0,0,0,0,2,6,0,0,0,0
68,124,76,71,94,0,28,18,0,0,0,0,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0
59,77,76,79,163,0,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,0
57,77,80,74,94,14,32,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
59,77,82,122,94,0,0,0,10,39,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0
90,119,76,71,94,0,0,2,1,0,71,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,93,76,71,94,0,2,9,37,0,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,126,112,111,94,0,2,1,0,0,0,0,0,24,35,0,0,0,0,31,16,0,0,0,0,0,0
98,77,77,72,94,0,0,0,16,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
59,120,95,71,94,0,23,24,2,0,0,0,0,0,58,1,0,0,0,0,0,0,0,0,0,0,0
62,77,76,71,94,0,42,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,109,108,71,94,40,40,0,1,2,0,0,0,0,14,44,0,0,0,0,0,0,0,0,0,0,0
97,96,76,71,94,0,1,1,0,40,54,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,85,77,71,94,1,23,23,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1
56,101,125,71,94,0,0,0,5,41,0,0,0,0,6,24,33,0,0,0,0,0,0,0,0,0,0
13,77,76,150,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,33,0,0,0
78,78,76,71,94,1,34,32,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,77,76,80,96,1,43,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1
76,77,76,71,94,0,4,1,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,77,76,72,96,0,0,0,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
95,97,76,71,94,0,0,6,56,0,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,91,76,71,94,0,0,0,0,24,39,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
24,117,76,71,94,0,0,2,0,0,0,0,38,13,0,0,0,0,0,0,0,0,0,0,0,0,0
20,81,95,149,94,0,1,3,1,0,0,0,6,0,0,0,0,0,0,0,60,8,0,0,0,0,0
105,86,76,71,94,0,0,19,44,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,83,76,74,97,0,0,0,1,19,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
40,131,80,71,94,1,4,19,0,0,0,0,19,32,12,0,0,0,0,0,0,0,0,0,0,0,0
68,77,76,71,94,34,21,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,78,76,71,94,0,11,42,0,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,87,76,71,94,0,0,0,43,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,80,77,71,94,18,28,0,0,36,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
61,77,77,72,94,2,0,3,28,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
76,77,120,90,94,51,15,1,0,0,1,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,0
107,102,76,71,94,0,47,32,2,0,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,77,76,72,94,23,23,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,120,94,80,100,0,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,1,4,5,0,0,0
77,78,76,72,96,0,1,58,6,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
26,77,76,122,119,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,43,3,1,0,0
85,77,76,71,94,2,27,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,92,76,71,94,0,0,5,0,60,2,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,1
64,103,76,71,94,3,1,0,0,0,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,77,76,72,95,63,16,0,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110,82,76,71,94,14,32,0,0,40,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,0,62,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,77,76,71,94,3,26,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131,77,76,71,94,0,106,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,135,76,72,106,2,1,0,0,0,0,0,67,10,0,0,0,0,0,0,0,0,0,0,3,4,0
74,77,76,80,96,1,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,1
91,96,76,71,94,1,2,35,20,0,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,77,87,85,94,0,0,65,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,1
131,77,76,71,94,0,84,41,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,77,76,71,94,0,8,71,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,77,76,71,94,0,14,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,77,79,77,94,24,55,44,19,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0
145,78,78,71,94,0,16,63,25,37,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
135,77,76,71,94,0,33,81,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,89,76,71,95,3,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
55,131,76,71,94,2,1,0,0,0,23,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,85,76,71,94,3,0,0,0,29,18,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,80,77,71,94,18,28,0,1,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1
72,80,76,71,94,0,0,9,3,40,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,81,76,71,94,0,0,0,23,31,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,96,76,71,94,0,1,4,2,0,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,81,76,71,94,0,0,19,44,45,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,98,103,71,94,1,2,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0
71,110,107,71,94,0,0,0,0,62,0,0,0,0,20,38,0,0,0,0,0,0,0,0,0,0,0
48,130,77,71,94,0,0,2,0,0,0,51,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74,77,76,71,94,0,0,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,77,76,71,94,0,37,25,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,123,92,71,94,0,0,0,0,0,26,20,0,0,38,6,0,0,0,0,0,0,0,0,0,0,0
71,77,80,74,94,0,0,62,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1
67,79,76,71,94,42,5,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,116,76,71,94,0,0,3,46,0,0,1,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0
133,91,76,71,94,0,0,24,55,9,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,77,71,94,0,0,0,15,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
45,95,76,71,94,0,0,2,1,0,35,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1
83,124,76,71,94,0,0,0,0,0,52,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,77,76,71,94,37,59,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,88,87,71,94,0,0,32,16,0,0,0,0,0,8,12,1,0,0,0,0,0,0,0,0,0,1
90,77,76,77,104,40,40,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,0
57,119,77,72,94,0,42,5,0,0,0,0,2,42,0,0,0,0,0,1,0,0,0,0,0,0,1
89,82,140,71,94,3,0,0,16,63,0,0,0,0,0,0,22,35,0,0,0,0,0,0,0,0,0
33,111,76,76,98,0,3,6,3,0,0,0,36,9,0,0,0,0,0,0,0,0,3,3,0,0,0
84,106,76,71,94,0,38,18,2,1,0,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,77,76,71,94,0,3,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,81,78,94,134,2,1,1,3,1,0,0,0,1,6,0,0,0,0,0,0,0,0,27,10,0,0
71,77,79,76,101,0,0,0,12,50,0,0,0,0,0,0,2,1,0,0,0,0,0,6,1,0,1
97,97,76,71,94,0,0,2,1,30,71,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,82,76,73,171,0,46,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,5,36,0
99,82,76,71,94,0,3,0,24,55,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,81,76,134,99,0,3,0,0,0,0,0,5,1,0,0,0,0,0,0,0,34,11,0,0,0,0
58,77,97,74,94,0,0,5,42,1,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,1
53,111,87,71,94,0,2,0,3,0,26,36,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0
103,77,76,71,94,1,29,19,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,123,92,71,94,38,26,0,0,0,0,0,0,11,48,0,0,0,0,0,0,0,0,0,0,0,1
117,77,76,71,94,0,44,19,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,77,76,71,94,1,19,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,98,76,71,94,2,0,0,0,76,29,19,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
46,106,82,71,94,0,2,1,0,2,30,15,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0
96,77,76,71,94,0,4,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,77,76,71,94,0,50,15,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,111,95,71,94,0,0,18,28,0,0,0,2,5,28,15,0,0,0,0,0,0,0,0,0,0,1
34,118,76,71,94,2,1,7,2,0,0,0,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0
71,81,78,71,94,0,0,0,50,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
114,77,76,71,95,0,0,12,82,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
115,82,76,71,94,0,25,37,0,40,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,89,76,82,149,0,0,0,0,10,52,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0
20,116,118,72,94,1,1,3,2,0,0,0,0,0,15,59,0,0,0,0,0,0,1,0,0,0,0
51,100,76,71,94,0,0,1,2,0,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,77,76,71,94,0,1,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,77,76,71,94,0,9,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,96,76,71,94,0,0,37,9,0,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,77,78,168,94,1,1,16,63,0,0,0,0,0,0,0,0,0,0,0,4,62,0,0,0,0,0
65,116,76,72,95,0,0,41,5,2,1,1,19,25,0,0,0,0,0,0,0,0,0,1,0,0,0
61,77,76,71,94,0,0,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,78,76,71,94,2,1,32,47,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,82,142,71,94,0,3,0,2,0,0,0,0,0,1,0,20,37,0,0,0,0,0,0,0,0,0
96,128,76,71,94,31,31,0,0,0,1,24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,77,76,71,94,2,5,57,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,77,77,77,94,0,2,18,32,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1
69,77,76,71,94,0,17,39,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,118,79,71,94,0,46,2,1,0,0,0,0,37,7,0,0,0,0,0,0,0,0,0,0,0,1
122,89,76,71,94,44,19,21,0,0,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,116,100,71,94,0,65,1,0,0,0,0,0,0,42,17,0,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,0,37,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,84,76,88,106,2,0,0,0,32,30,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,1
94,77,76,71,94,0,0,63,18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,110,107,74,100,0,0,2,2,1,0,0,0,0,20,38,0,0,0,0,0,0,0,3,3,0,0
93,107,76,71,94,0,0,0,0,38,34,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,102,81,73,94,0,0,0,1,2,18,43,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
64,77,76,71,94,44,5,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,83,76,74,95,0,3,0,0,22,27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
51,96,76,71,94,0,0,0,4,8,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,88,98,125,98,0,1,2,0,5,41,0,0,0,0,0,7,12,0,0,0,30,9,0,0,0,0
66,114,76,71,94,0,31,18,0,0,0,0,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0
87,91,76,71,95,0,0,18,28,0,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
96,110,76,72,95,0,0,63,16,0,0,0,41,4,0,0,0,0,0,0,0,0,0,1,0,0,0
69,107,76,71,94,0,0,0,0,13,33,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,127,121,71,94,1,2,0,0,0,0,3,58,0,0,0,27,15,0,0,0,0,0,0,0,0,0
79,77,76,71,94,0,6,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,77,76,71,94,0,25,42,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,104,76,71,94,10,10,0,1,1,0,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,93,78,72,94,3,53,12,0,0,26,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
87,104,76,71,94,0,0,9,37,0,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,77,82,71,94,0,0,2,42,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
50,88,76,71,94,2,1,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,77,76,71,94,2,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,77,90,114,94,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0
68,118,76,71,94,0,0,0,0,3,28,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,117,77,81,94,62,0,1,3,0,0,0,10,34,0,0,0,0,0,0,3,5,0,0,0,0,1
60,78,100,71,94,0,0,0,23,24,3,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,1
61,78,76,71,94,0,3,4,0,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,77,76,75,156,0,0,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,0
117,105,76,71,94,0,55,24,0,0,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,82,77,71,94,0,12,50,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1
16,102,117,71,94,0,3,0,0,0,0,1,0,0,0,45,13,0,0,0,0,0,0,0,0,0,0
92,156,86,71,94,0,0,41,5,4,41,6,1,44,31,0,0,0,0,0,0,0,0,0,0,0,0
77,102,76,71,94,9,37,0,2,1,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,77,76,71,94,2,2,2,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,79,77,71,94,0,18,75,32,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
41,102,76,71,94,0,0,0,0,0,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,139,76,71,94,0,0,0,0,0,20,25,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0
73,81,76,71,94,0,1,0,2,47,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,77,76,81,95,0,45,19,2,2,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1
