lineNo,assgNo,P1stFixation,P2stFixation,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,nextWordRegress,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo,target
5773.0,171.0,1,1,0.0,139.0,139.0,219.0,673.8043,212.5376,787.3868,112.8207,45.6207,318.0,159.0,0.0,0,0.0,0.0785,0.0195,0.0321,4,1,0
3537.0,109.0,1,0,179.0,159.0,159.0,80.0,245.0005,332.733,388.2177,143.0918,17.7553,299.0,149.5,0.0,0,299.0,0.091,0.403,0.0748,8,5,0
9139.0,287.0,1,0,99.0,159.0,159.0,139.0,185.7323,429.5431,115.0695,74.0034,64.4127,259.0,259.0,398.0,0,259.0,0.0882,0.1342,0.0265,1,6,0
133.0,4.0,1,0,119.0,139.0,139.0,99.0,161.3459,318.5769,134.1827,38.8973,19.1638,139.0,139.0,0.0,0,695.0,0.28,0.556,0.0175,2,4,0
7751.0,239.0,1,0,179.0,159.0,159.0,139.0,303.5642,698.2585,247.0,69.4208,72.2928,159.0,159.0,3358.0,0,0.0,-0.0169,0.0946,0.0227,10,6,1
4764.0,147.0,1,1,298.0,119.0,119.0,179.0,195.3164,172.0356,246.0772,51.4198,58.8239,119.0,119.0,675.0,0,119.0,0.4831,0.4981,0.027,4,1,1
3703.0,116.0,1,0,199.0,239.0,477.0,139.0,258.0484,749.3659,164.5509,118.9033,225.3908,477.0,159.0,0.0,0,0.0,0.3121,0.2776,0.1177,3,5,0
6762.0,203.0,1,1,139.0,80.0,80.0,80.0,130.852,181.2078,79.6116,189.7637,201.4553,99.0,99.0,0.0,0,0.0,0.1124,0.0984,0.0102,2,1,1
6710.0,200.0,0,1,80.0,99.0,99.0,99.0,291.5617,787.0815,231.9526,69.5072,76.1331,99.0,99.0,0.0,0,0.0,0.0175,0.1341,0.0219,7,6,0
295.0,9.0,1,0,99.0,99.0,99.0,99.0,210.0595,293.5068,124.3262,83.3847,71.0862,99.0,99.0,0.0,0,0.0,0.2759,0.3034,0.0127,8,2,1
6625.0,197.0,1,0,159.0,179.0,179.0,99.0,160.0578,355.4128,150.0033,26.0768,33.8009,179.0,179.0,0.0,0,0.0,0.0881,0.2091,0.0336,10,3,1
6094.0,180.0,1,0,219.0,139.0,139.0,258.0,171.2921,147.0459,114.0395,59.6091,59.5525,139.0,139.0,0.0,0,0.0,0.0921,0.0441,0.0134,3,3,0
1921.0,61.0,1,0,159.0,139.0,139.0,139.0,232.6414,140.4226,280.0875,73.7835,76.9367,139.0,139.0,2566.0,0,139.0,0.0284,0.1029,0.0112,4,2,0
3014.0,92.0,0,1,199.0,159.0,159.0,379.0,57.0548,139.6612,40.4599,38.5778,52.5761,159.0,159.0,0.0,0,0.0,1.5181,1.7096,0.0209,2,3,0
5676.0,168.0,1,0,219.0,179.0,179.0,179.0,92.0666,341.6771,49.0408,52.2805,52.8607,179.0,179.0,0.0,0,0.0,0.076,0.098,0.0172,5,2,0
573.0,18.0,1,0,119.0,159.0,159.0,179.0,212.8057,466.2502,88.459,131.5466,104.1729,159.0,159.0,0.0,0,0.0,0.1043,0.1688,0.0262,8,5,0
9978.0,306.0,1,0,139.0,119.0,119.0,219.0,1175.1123,609.0993,114.2716,1121.7323,61.9879,119.0,119.0,0.0,1,119.0,0.3735,0.4915,0.008,9,1,1
2411.0,76.0,0,0,199.0,159.0,358.0,279.0,50.1597,105.6882,104.0048,31.9453,66.1381,358.0,179.0,0.0,0,0.0,0.8567,-0.1653,0.04,2,2,0
153.0,5.0,0,1,179.0,199.0,338.0,80.0,231.7159,620.942,46.6905,180.025,99.9525,338.0,169.0,0.0,0,0.0,-0.0035,0.132,0.0302,4,6,0
5473.0,164.0,1,0,159.0,99.0,99.0,99.0,136.2654,119.3367,128.5613,19.3132,33.2415,99.0,99.0,0.0,0,0.0,0.1437,0.3642,0.0084,7,2,0
9633.0,297.0,1,0,0.0,179.0,179.0,179.0,0.0,69.1809,0.0,91.2921,99.077,179.0,179.0,0.0,0,0.0,0.1006,0.1271,0.0348,1,1,1
4719.0,145.0,1,0,298.0,159.0,159.0,99.0,563.838,122.5439,472.2171,91.1002,78.4761,159.0,159.0,0.0,0,0.0,-0.0803,0.0362,0.0192,10,5,1
880.0,27.0,1,0,179.0,119.0,119.0,179.0,102.2754,90.8983,66.0076,34.0037,30.6472,119.0,119.0,0.0,0,119.0,0.1294,0.1469,0.0277,2,3,0
5456.0,164.0,0,1,139.0,119.0,219.0,119.0,133.9039,192.5526,62.1691,75.0417,76.3823,219.0,109.5,0.0,0,0.0,0.1457,0.0947,0.0186,4,5,1
8383.0,263.0,1,1,119.0,119.0,536.0,179.0,259.3318,112.54,384.4268,143.3911,187.6499,477.0,159.0,0.0,1,0.0,0.2802,0.2802,0.1067,1,1,0
9884.0,304.0,1,1,99.0,119.0,119.0,139.0,1430.1508,150.1308,298.2633,1165.0718,116.0269,199.0,199.0,0.0,0,796.0,0.1435,0.0775,0.0161,9,3,0
1224.0,38.0,0,1,219.0,318.0,318.0,219.0,65.1959,105.0536,120.0708,61.0921,60.0354,139.0,139.0,696.0,1,139.0,0.0438,0.0328,0.0213,2,1,1
2859.0,87.0,1,0,179.0,140.0,140.0,399.0,114.8151,1123.4996,64.5136,69.4874,57.7062,140.0,140.0,399.0,1,0.0,1.5777,1.7037,0.018,1,3,0
9690.0,298.0,1,0,80.0,80.0,80.0,119.0,500.536,713.472,488.3697,20.1122,25.4951,80.0,80.0,0.0,0,0.0,0.2631,0.2651,0.0118,6,8,0
2746.0,83.0,1,1,259.0,199.0,199.0,159.0,137.5009,193.5568,72.3395,53.584,48.2545,159.0,159.0,0.0,1,159.0,1.3035,1.011,0.0159,10,2,0
3096.0,94.0,1,1,20.0,120.0,120.0,399.0,72.4189,49.0408,154.9226,77.5194,76.4886,20.0,20.0,0.0,0,0.0,1.6651,1.9801,0.0034,2,1,0
2311.0,73.0,1,0,219.0,120.0,120.0,100.0,72.7633,128.1405,29.9666,67.624,66.9123,120.0,120.0,200.0,1,758.0,1.7537,1.6042,0.0074,10,4,0
5399.0,163.0,1,0,139.0,278.0,278.0,179.0,717.2247,219.0365,715.2014,41.5271,3.3541,278.0,278.0,0.0,0,0.0,0.1047,0.1392,0.0303,2,2,1
8198.0,256.0,1,0,80.0,80.0,80.0,159.0,166.5008,243.2057,47.3814,119.5847,111.8179,80.0,80.0,0.0,0,0.0,0.1034,0.3554,0.0068,8,4,0
713.0,22.0,0,1,139.0,239.0,239.0,139.0,127.0984,168.5007,170.0265,42.3615,39.538,239.0,239.0,0.0,1,1195.0,0.0751,0.0696,0.0143,6,2,1
60.0,2.0,1,0,239.0,179.0,179.0,179.0,176.7831,200.3578,34.7131,137.329,123.8275,179.0,179.0,0.0,0,0.0,0.1745,0.203,0.0167,6,2,0
2065.0,66.0,1,1,119.0,159.0,239.0,100.0,306.1066,117.2359,321.014,47.3207,47.0425,239.0,119.5,0.0,1,159.0,0.0119,0.3264,0.0239,8,1,0
1474.0,44.0,0,1,139.0,239.0,239.0,139.0,131.6368,363.1463,30.0666,103.5193,95.5641,239.0,239.0,0.0,0,956.0,0.1251,0.2366,0.016,2,3,1
8023.0,249.0,1,1,199.0,219.0,219.0,139.0,197.784,301.2682,248.582,52.024,59.9708,119.0,119.0,0.0,0,119.0,0.1643,0.2288,0.0214,6,1,0
7786.0,240.0,1,0,139.0,159.0,159.0,179.0,265.557,223.6347,217.4419,66.6277,63.675,159.0,159.0,0.0,1,159.0,0.0326,0.1526,0.0152,1,4,1
10291.0,314.0,1,1,139.0,179.0,179.0,99.0,146.4326,339.4013,210.5825,67.7956,38.0789,179.0,179.0,0.0,0,298.0,0.3838,0.2853,0.0613,5,1,0
4038.0,130.0,1,0,199.0,119.0,397.0,139.0,134.5232,112.661,99.0202,48.7083,58.5875,397.0,132.3333,0.0,0,0.0,0.2166,0.2446,0.0366,7,1,1
5766.0,171.0,1,0,179.0,179.0,278.0,139.0,163.5069,143.7611,103.0049,65.2706,38.3275,278.0,139.0,0.0,0,0.0,0.018,0.0785,0.028,2,6,1
2433.0,76.0,1,0,219.0,199.0,199.0,20.0,282.16,83.9315,237.0084,42.2966,35.4295,199.0,199.0,0.0,0,0.0,1.2407,1.3177,0.0223,10,3,0
5455.0,164.0,0,1,139.0,139.0,139.0,119.0,112.0179,133.9039,66.1287,58.6366,67.3238,139.0,139.0,0.0,0,0.0,0.1457,0.0417,0.0118,4,4,1
7206.0,220.0,0,1,119.0,139.0,139.0,139.0,568.156,135.1333,549.5343,60.879,57.4913,139.0,139.0,0.0,0,0.0,0.0561,0.5446,0.0305,10,7,0
4929.0,150.0,1,0,119.0,139.0,139.0,199.0,105.5012,402.8613,62.5859,44.5253,40.7707,139.0,139.0,0.0,0,0.0,0.1196,0.2301,0.0125,5,5,0
5586.0,166.0,1,0,80.0,139.0,139.0,99.0,394.5155,1362.7092,516.5123,113.3986,1166.9538,139.0,139.0,0.0,0,0.0,0.269,0.162,0.0104,10,1,0
6623.0,197.0,1,0,139.0,99.0,99.0,159.0,292.1823,159.5306,293.8044,49.0026,48.0026,99.0,99.0,0.0,0,0.0,0.0301,0.2091,0.0186,9,2,1
7324.0,224.0,1,0,219.0,99.0,99.0,119.0,128.97,617.5032,52.1536,70.0071,60.075,99.0,99.0,0.0,0,99.0,0.0723,0.0723,0.0147,7,5,1
8911.0,281.0,1,0,139.0,139.0,139.0,139.0,159.7537,445.1957,270.0685,114.4225,127.289,139.0,139.0,0.0,1,139.0,0.0957,0.0672,0.0165,3,4,0
519.0,15.0,0,1,239.0,139.0,139.0,239.0,220.096,194.4544,310.4835,88.5508,100.1062,99.0,99.0,855.0,1,0.0,0.1268,0.4488,0.0105,7,1,0
7566.0,231.0,1,0,278.0,119.0,119.0,119.0,196.5407,240.8137,107.6894,85.6461,97.1558,119.0,119.0,0.0,0,0.0,0.2697,0.1872,0.02,7,3,1
10883.0,336.0,1,0,139.0,179.0,179.0,119.0,229.5049,251.0403,205.779,34.3402,45.0139,179.0,179.0,1372.0,0,1531.0,0.089,0.1315,0.0153,1,4,0
6155.0,181.0,1,0,219.0,179.0,259.0,119.0,301.5879,207.5795,355.8328,50.324,117.0096,259.0,129.5,0.0,0,0.0,0.2251,0.3716,0.0304,8,1,1
6913.0,209.0,1,0,139.0,99.0,179.0,99.0,64.158,117.8357,40.3113,44.0454,51.6841,179.0,89.5,0.0,0,0.0,0.2713,0.3223,0.0571,2,3,0
8907.0,281.0,1,0,139.0,199.0,199.0,139.0,403.9715,692.9203,370.2999,41.9672,30.2035,199.0,199.0,0.0,0,0.0,0.1047,0.0957,0.0237,2,8,1
4711.0,145.0,1,0,139.0,219.0,219.0,238.0,76.2529,252.5045,103.6002,116.2422,106.8562,219.0,219.0,238.0,0,438.0,0.2152,0.2152,0.0264,2,2,1
3364.0,102.0,0,1,318.0,80.0,80.0,318.0,666.9501,35.171,698.8634,63.4054,69.3776,278.0,278.0,0.0,1,80.0,0.1405,0.237,0.0496,4,1,0
6159.0,181.0,1,0,80.0,139.0,139.0,179.0,119.8593,199.2699,47.8539,76.5506,64.08,139.0,139.0,0.0,0,0.0,0.3716,0.7781,0.0163,9,3,0
2471.0,77.0,0,1,219.0,259.0,259.0,339.0,253.5178,279.732,212.4618,46.1979,49.023,259.0,259.0,0.0,0,0.0,0.205,0.9995,0.0228,7,3,1
9943.0,305.0,1,0,119.0,159.0,159.0,99.0,1069.5379,201.4907,110.1635,1148.3777,72.9932,159.0,159.0,0.0,0,0.0,0.325,0.1175,0.0257,8,3,0
5763.0,171.0,1,0,179.0,199.0,418.0,219.0,195.523,66.1154,96.421,97.0,85.4751,418.0,209.0,0.0,0,0.0,0.122,0.046,0.0421,2,2,1
9893.0,304.0,1,1,199.0,99.0,298.0,199.0,226.1791,85.92,335.0134,103.4372,107.912,80.0,80.0,0.0,0,1196.0,0.0415,0.0915,0.0065,6,1,1
4766.0,147.0,1,0,199.0,338.0,338.0,278.0,118.5591,106.0189,78.1089,46.0435,53.106,338.0,338.0,0.0,0,0.0,0.4881,0.4981,0.0766,6,2,1
7381.0,225.0,1,1,159.0,179.0,179.0,338.0,816.3659,0.0,790.7591,37.3363,20.7966,338.0,338.0,0.0,0,1014.0,0.9318,0.9318,0.0337,9,1,0
7354.0,225.0,1,0,258.0,199.0,199.0,139.0,254.6566,233.6204,168.8342,99.1476,89.0632,199.0,199.0,0.0,0,0.0,-0.0092,0.1033,0.0199,7,2,0
155.0,5.0,1,0,139.0,139.0,139.0,239.0,108.0567,169.9448,93.0054,13.2382,13.1244,139.0,139.0,0.0,0,0.0,0.0745,0.132,0.0124,5,2,1
1024.0,31.0,1,1,119.0,99.0,218.0,258.0,168.3627,591.0763,210.6609,48.5644,53.033,139.0,139.0,3620.0,0,0.0,0.0229,0.1254,0.0119,8,1,1
6432.0,190.0,1,0,99.0,258.0,258.0,119.0,174.5029,119.877,202.1584,36.9628,53.24,258.0,258.0,0.0,1,258.0,0.1989,0.5989,0.0526,9,1,1
2879.0,87.0,0,0,199.0,120.0,120.0,20.0,92.0054,143.0079,48.8365,91.9905,90.649,219.0,219.0,1334.0,1,219.0,1.9487,1.5677,0.0281,2,4,0
3973.0,128.0,1,0,159.0,238.0,238.0,259.0,246.224,82.1523,310.0065,56.8793,55.8234,238.0,238.0,0.0,0,238.0,0.0921,0.6741,0.1185,4,1,1
8953.0,282.0,0,1,99.0,139.0,139.0,179.0,415.5193,119.877,445.9439,25.6125,34.7635,139.0,139.0,179.0,0,139.0,0.1757,0.0847,0.02,3,2,0
2133.0,68.0,1,1,279.0,538.0,538.0,339.0,192.7343,58.228,231.4649,45.412,43.9602,538.0,538.0,937.0,0,0.0,1.7524,1.3664,0.1267,3,2,0
10562.0,323.0,1,0,119.0,139.0,278.0,99.0,74.5,348.7614,118.7139,75.1415,69.1556,278.0,139.0,0.0,0,0.0,0.1872,0.2847,0.1296,3,1,1
10892.0,336.0,1,0,119.0,199.0,199.0,238.0,129.5039,166.3641,99.0404,42.7229,26.4433,199.0,199.0,0.0,0,0.0,-0.005,-0.005,0.017,2,2,1
9360.0,290.0,1,0,119.0,239.0,239.0,99.0,112.5544,136.0588,104.7378,19.6977,8.3815,239.0,239.0,99.0,0,0.0,0.1402,0.2407,0.0347,7,3,1
8019.0,249.0,1,0,219.0,139.0,139.0,139.0,93.6336,120.6172,69.3542,39.0512,34.0037,139.0,139.0,0.0,0,0.0,0.2813,0.1643,0.025,7,1,1
10022.0,306.0,0,0,99.0,99.0,99.0,80.0,464.9172,424.8088,441.255,46.8615,29.5169,99.0,99.0,0.0,0,792.0,0.191,0.2265,0.0066,6,5,1
1734.0,54.0,1,1,239.0,99.0,198.0,80.0,79.7762,131.8797,113.1371,135.271,123.0254,238.0,238.0,0.0,0,0.0,0.1104,0.2813,0.0393,7,1,0
9200.0,288.0,1,0,99.0,199.0,318.0,80.0,707.5373,202.6111,860.914,152.6385,112.9436,318.0,159.0,0.0,0,179.0,0.0742,0.1737,0.0456,3,1,0
630.0,21.0,0,1,199.0,99.0,198.0,219.0,226.4757,110.0011,239.6164,131.7507,38.8104,198.0,99.0,477.0,0,0.0,0.0596,0.1611,0.0183,3,4,0
4469.0,137.0,1,1,278.0,199.0,199.0,259.0,771.8654,756.6033,856.9726,90.7579,54.0093,497.0,248.5,0.0,0,696.0,0.1272,0.1602,0.062,2,1,1
442.0,13.0,1,1,298.0,219.0,219.0,298.0,393.961,173.6555,327.0061,71.8401,84.7894,397.0,198.5,0.0,0,0.0,0.1968,0.2703,0.0763,4,1,1
1973.0,61.0,1,0,139.0,139.0,139.0,179.0,140.108,220.4291,226.3736,86.5852,102.0123,99.0,99.0,0.0,1,377.0,0.0574,0.1289,0.008,4,1,0
5114.0,155.0,0,0,338.0,199.0,199.0,378.0,93.5909,121.1084,30.8058,76.8798,93.8416,199.0,199.0,597.0,0,219.0,0.1288,0.1288,0.0179,3,2,0
8541.0,270.0,1,0,159.0,179.0,179.0,99.0,236.1086,73.0924,297.2491,58.0194,37.2626,179.0,179.0,0.0,0,0.0,0.1507,0.2232,0.0503,5,1,0
1781.0,56.0,1,0,298.0,179.0,179.0,80.0,100.71,807.1488,46.4004,60.5392,66.259,179.0,179.0,378.0,0,0.0,0.0949,0.2379,0.0269,3,6,0
2803.0,85.0,0,1,159.0,179.0,179.0,20.0,89.0351,471.7648,30.0167,64.2748,97.788,179.0,179.0,0.0,1,0.0,1.2187,1.3232,0.0162,8,6,0
1936.0,61.0,1,1,99.0,139.0,219.0,99.0,90.3562,117.0694,119.6035,41.7433,40.7063,80.0,80.0,99.0,1,80.0,0.1439,0.2874,0.0064,1,2,1
273.0,8.0,1,0,239.0,100.0,100.0,179.0,60.6671,296.7849,84.2912,46.5859,45.8394,100.0,100.0,1291.0,0,0.0,0.2539,0.3719,0.02,7,1,1
754.0,22.0,1,1,100.0,80.0,80.0,139.0,192.7706,307.033,184.6104,17.5,13.6473,80.0,80.0,0.0,0,240.0,0.1671,1.4366,0.0048,9,5,0
9775.0,301.0,1,0,139.0,99.0,99.0,139.0,688.5231,232.0005,691.8786,12.4197,14.1598,99.0,99.0,0.0,0,0.0,0.1755,0.289,0.0114,5,2,1
1866.0,58.0,1,0,139.0,139.0,318.0,80.0,162.4962,91.7878,184.7079,23.4307,93.1088,318.0,159.0,0.0,0,0.0,0.4189,0.3453,0.0483,9,2,1
3732.0,118.0,1,0,199.0,238.0,238.0,119.0,82.0686,107.3709,89.8944,14.1598,13.6473,238.0,238.0,0.0,0,0.0,0.3093,0.3768,0.074,1,2,0
9836.0,303.0,0,1,99.0,119.0,119.0,179.0,217.8124,178.1011,251.8035,48.6647,60.1768,119.0,119.0,0.0,0,0.0,0.135,0.2635,0.0233,5,3,0
2621.0,78.0,1,0,139.0,199.0,199.0,339.0,527.5192,111.4462,576.1736,65.416,89.3001,180.0,180.0,0.0,1,180.0,2.0375,2.0375,0.0045,7,2,0
1456.0,44.0,1,0,80.0,80.0,80.0,99.0,65.7742,135.5701,102.2008,46.7172,47.3973,80.0,80.0,0.0,1,80.0,0.3776,0.2966,0.0054,10,6,0
10675.0,328.0,1,0,99.0,239.0,239.0,179.0,145.3487,142.4588,213.0469,74.0068,49.163,239.0,239.0,0.0,0,0.0,0.1377,0.2647,0.0238,8,2,0
298.0,9.0,1,0,139.0,159.0,159.0,119.0,110.3291,113.2166,93.5575,24.0104,6.265,159.0,159.0,0.0,0,159.0,0.3034,0.2914,0.0204,10,2,0
7076.0,215.0,1,0,99.0,139.0,139.0,80.0,178.6967,165.9827,215.5574,45.2604,51.0416,139.0,139.0,0.0,0,139.0,0.1968,0.1708,0.0251,3,5,1
3967.0,127.0,1,0,159.0,199.0,199.0,199.0,304.8942,310.3244,188.0957,105.4147,111.9565,199.0,199.0,0.0,0,0.0,0.2551,0.7386,0.0263,9,3,1
3119.0,95.0,1,0,20.0,279.0,279.0,219.0,607.1822,178.514,621.84,44.2945,72.7496,279.0,279.0,0.0,0,0.0,0.4576,0.2006,0.0507,2,1,0
10164.0,310.0,0,1,99.0,139.0,338.0,99.0,148.6178,374.7212,51.0392,100.3195,149.3067,338.0,169.0,0.0,0,0.0,0.3097,0.4172,0.0435,2,7,0
9967.0,306.0,1,0,139.0,139.0,139.0,199.0,258.2344,68.0827,238.2121,25.5441,23.4094,139.0,139.0,199.0,0,0.0,0.2,0.4,0.0093,6,4,1
10924.0,336.0,1,0,219.0,119.0,278.0,139.0,27.8568,69.029,111.3643,84.8528,71.9809,278.0,139.0,0.0,1,278.0,0.283,0.473,0.0237,9,3,1
4511.0,139.0,1,0,179.0,179.0,179.0,159.0,130.5412,127.5157,41.7253,106.0424,110.3925,179.0,179.0,0.0,0,358.0,0.0392,0.2292,0.0467,3,5,0
1108.0,33.0,0,1,159.0,258.0,258.0,80.0,178.5343,154.1752,152.9477,34.1211,35.9235,258.0,258.0,597.0,0,1032.0,0.1229,0.1819,0.0338,1,6,0
7852.0,242.0,1,0,139.0,199.0,199.0,139.0,222.7128,58.8069,282.8462,89.5126,91.8178,199.0,199.0,0.0,0,0.0,0.1838,0.1883,0.0453,3,1,0
7030.0,213.0,1,0,99.0,139.0,139.0,278.0,163.6956,82.8387,191.8802,54.0786,62.6777,139.0,139.0,0.0,0,0.0,-0.0847,0.3253,0.0283,7,1,1
6812.0,204.0,1,1,99.0,139.0,338.0,80.0,293.3108,228.2898,298.6135,41.0,111.4002,338.0,112.6667,0.0,1,2349.0,0.2289,0.3464,0.07,1,1,0
4727.0,146.0,1,0,119.0,219.0,219.0,259.0,154.4288,130.3467,216.1227,64.8845,41.1461,219.0,219.0,0.0,0,219.0,0.0606,0.1366,0.025,6,1,0
1007.0,31.0,1,1,159.0,159.0,159.0,238.0,216.3805,130.9599,98.4784,131.5038,122.8678,159.0,159.0,0.0,1,119.0,0.0524,0.1274,0.0136,1,4,0
1894.0,59.0,1,0,119.0,99.0,99.0,80.0,195.829,233.0048,165.469,33.5596,36.7764,99.0,99.0,0.0,0,318.0,0.1034,0.2229,0.0304,2,2,0
5931.0,176.0,1,0,139.0,179.0,318.0,239.0,451.2084,297.0038,546.883,101.5591,45.7739,318.0,159.0,0.0,0,0.0,0.0366,0.1726,0.0414,6,1,0
440.0,13.0,1,0,219.0,139.0,298.0,99.0,526.9843,103.9832,632.6271,97.6281,49.0026,298.0,149.0,0.0,0,0.0,0.0283,0.2703,0.0572,9,1,1
5355.0,161.0,1,0,139.0,358.0,358.0,179.0,113.6101,187.8224,47.0106,66.0019,51.5873,358.0,358.0,0.0,0,0.0,0.1332,0.1332,0.0431,5,2,1
4946.0,150.0,1,0,278.0,159.0,159.0,139.0,213.4391,612.7424,159.154,57.8468,60.803,159.0,159.0,0.0,0,0.0,0.3921,0.4681,0.0143,8,6,1
9384.0,291.0,0,1,139.0,139.0,139.0,179.0,378.5476,220.096,459.4976,82.5969,80.0078,139.0,139.0,0.0,0,0.0,0.2122,0.2497,0.0217,2,1,1
1047.0,31.0,0,0,139.0,119.0,119.0,179.0,157.5508,229.7129,146.2395,13.0863,13.7295,119.0,119.0,0.0,0,0.0,0.2389,0.1319,0.0102,8,2,1
659.0,21.0,1,1,298.0,258.0,258.0,179.0,77.666,78.8432,132.0189,97.4166,92.3472,179.0,179.0,0.0,0,0.0,0.0971,0.2181,0.0166,5,1,1
8458.0,266.0,1,0,179.0,80.0,80.0,139.0,317.2389,122.2804,413.8067,102.8227,102.2008,80.0,80.0,0.0,0,0.0,0.2122,0.5202,0.0146,8,1,1
901.0,28.0,1,0,338.0,199.0,199.0,179.0,173.1416,45.1359,96.8762,80.6861,80.5621,199.0,199.0,0.0,0,219.0,0.0124,0.1294,0.0213,1,8,1
10059.0,307.0,1,0,139.0,99.0,99.0,99.0,103.0886,130.124,46.5296,42.5441,59.2558,99.0,99.0,0.0,0,0.0,0.1422,0.3547,0.0192,8,2,0
5886.0,175.0,1,0,139.0,139.0,139.0,159.0,154.5073,513.6295,103.5809,55.0818,54.0231,139.0,139.0,0.0,0,0.0,0.1955,0.1775,0.023,1,5,1
7816.0,240.0,0,0,99.0,219.0,219.0,179.0,139.6755,333.7911,95.8593,59.2305,60.1851,219.0,219.0,1193.0,0,219.0,-0.0044,0.1181,0.0209,4,4,0
9057.0,285.0,1,1,0.0,99.0,99.0,99.0,0.0,111.4955,0.0,243.237,233.8568,99.0,99.0,0.0,0,0.0,0.1042,0.1372,0.0167,2,1,1
5808.0,172.0,1,0,239.0,179.0,179.0,179.0,148.7725,40.1404,148.8624,12.7769,9.7082,179.0,179.0,179.0,0,0.0,0.199,0.132,0.0393,2,3,0
7396.0,226.0,0,1,99.0,80.0,80.0,179.0,150.9387,719.8272,86.2844,80.3197,79.3426,80.0,80.0,179.0,0,0.0,-0.1032,0.1388,0.0098,6,6,1
2315.0,73.0,1,0,219.0,120.0,120.0,100.0,110.0102,74.6073,167.1915,22.4555,19.2419,319.0,319.0,200.0,1,758.0,1.4717,2.6022,0.0197,10,4,0
3915.0,125.0,0,1,139.0,80.0,80.0,139.0,450.6531,265.6991,429.5137,60.2764,33.3804,80.0,80.0,0.0,0,80.0,0.1533,0.3628,0.0125,8,5,0
3634.0,113.0,1,0,0.0,80.0,80.0,80.0,0.0,145.664,0.0,45.1885,27.2947,80.0,80.0,0.0,0,0.0,0.281,0.3645,0.023,2,2,1
4648.0,144.0,1,0,159.0,179.0,179.0,239.0,442.6073,142.2744,465.0301,34.7635,26.7255,179.0,179.0,2286.0,0,179.0,-0.1273,-0.0238,0.0196,4,3,0
6689.0,200.0,1,0,159.0,119.0,119.0,139.0,543.1429,210.2439,571.155,49.8623,54.7289,119.0,119.0,0.0,0,0.0,0.0621,0.0645,0.0264,1,1,1
8544.0,270.0,1,0,139.0,139.0,139.0,259.0,172.1859,285.0689,82.1523,94.0479,87.5357,139.0,139.0,259.0,0,0.0,0.1787,0.2232,0.0391,5,4,0
7251.0,222.0,1,0,100.0,139.0,139.0,179.0,258.8035,147.1343,369.8824,104.8487,107.8564,139.0,139.0,0.0,0,0.0,-0.0362,0.0818,0.0176,7,1,1
2045.0,65.0,1,0,80.0,179.0,179.0,100.0,146.5307,56.6591,129.1395,79.8326,79.4512,179.0,179.0,378.0,0,0.0,0.2104,0.1194,0.0218,9,1,0
7625.0,235.0,1,0,139.0,179.0,179.0,159.0,582.5019,49.023,579.0423,10.6888,34.1541,179.0,179.0,0.0,0,0.0,0.2431,0.2431,0.0359,7,5,0
10631.0,327.0,1,0,0.0,278.0,278.0,199.0,0.0,82.0061,0.0,27.1017,29.4151,278.0,278.0,0.0,0,0.0,0.1392,0.1887,0.0886,2,2,1
5973.0,178.0,1,0,239.0,179.0,179.0,259.0,104.7688,480.6376,134.3466,46.3816,52.4452,179.0,179.0,0.0,1,179.0,-0.0004,0.0651,0.0133,1,2,1
2889.0,88.0,1,1,0.0,179.0,179.0,199.0,0.0,172.0966,0.0,2.0616,15.2069,179.0,179.0,0.0,0,0.0,-0.3803,0.6157,0.0278,3,2,0
9273.0,289.0,0,0,99.0,298.0,298.0,298.0,281.1485,366.2871,280.863,7.2801,17.9234,298.0,298.0,298.0,1,894.0,0.1792,0.1792,0.0144,2,6,1
2876.0,87.0,1,1,179.0,199.0,199.0,120.0,84.257,129.4314,99.7647,32.5576,51.4004,438.0,438.0,2351.0,1,0.0,1.4937,1.9487,0.0562,3,2,1
4879.0,149.0,0,1,139.0,119.0,119.0,219.0,172.1424,627.1475,131.2402,47.4684,55.3263,238.0,238.0,4076.0,0,873.0,0.1621,0.2676,0.027,2,4,0
3894.0,125.0,1,0,139.0,139.0,139.0,119.0,588.5688,148.1022,652.0031,67.0858,45.9619,100.0,100.0,0.0,0,339.0,0.2923,0.2953,0.0157,1,2,0
7715.0,238.0,1,0,99.0,119.0,119.0,119.0,112.9889,155.9888,52.6972,65.4714,74.0152,119.0,119.0,0.0,0,0.0,0.0721,0.1816,0.0272,7,2,0
2388.0,75.0,0,0,20.0,100.0,100.0,419.0,111.7195,829.4607,49.0918,62.1289,15.8824,100.0,100.0,0.0,0,0.0,-0.1378,0.2482,0.0103,4,6,1
6642.0,197.0,0,1,119.0,80.0,219.0,119.0,71.6746,128.2078,136.1947,70.0071,60.8276,219.0,109.5,0.0,1,1213.0,0.1795,0.2776,0.0411,3,2,0
7127.0,217.0,1,0,139.0,139.0,139.0,119.0,144.4412,200.6103,70.859,61.7738,73.5136,139.0,139.0,0.0,0,0.0,0.1916,0.1456,0.0362,4,3,0
577.0,18.0,1,0,199.0,199.0,199.0,378.0,344.2216,338.9207,467.6067,122.9075,126.0248,199.0,199.0,0.0,0,0.0,0.1538,0.1978,0.0328,10,1,1
