V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V13,V19,V22,V30,V33,V35,V36,V40,V41,V42,V43,V45,V47,V50,V51,V52,V59,V63,V72,V75
0.0,14.0,2.0,2,1061.0,924.0,3.0,29,209.0,0.0,1,2.0,4,2,1,3,9,6,28.0,3,3.0,4.0,1,5,14.0,0,0,1.0,8,9,6
0.0,1.0,10.0,6,15563.0,733.0,9.0,2,1807.0,0.0,6,22.0,7,2,1,2,9,6,53.0,3,32.0,458.0,7,8,18.0,0,1,18.0,6,1,2
1.0,7.0,1.0,1,1435.0,27.0,11.0,22,115.0,0.0,5,1.0,7,2,1,3,8,6,67.0,1,12.0,46.0,1,5,0.0,0,0,0.0,8,8,8
20.0,5.0,8.0,33,305.0,49.0,43.0,48,171.0,1.0,3,33.0,4,2,1,3,9,6,36.0,1,0.0,4.0,1,8,6.0,1,1,0.0,6,5,2
0.0,120.0,21.0,1,2665.0,177.0,22.0,8,329.0,0.0,6,1.0,3,2,1,1,1,8,2.0,2,10.0,47.0,0,8,2.0,8,1,8.0,1,0,2
2.0,1.0,8.0,11,1.0,3.0,70.0,14,220.0,1.0,7,3.0,9,2,1,3,9,6,2.0,3,2.0,15.0,1,8,0.0,1,0,1.0,1,4,0
1.0,0.0,17.0,2,21.0,2.0,1.0,2,84.0,1.0,1,2.0,3,2,1,1,9,4,0.0,0,4.0,30.0,1,3,10.0,9,0,2.0,7,1,0
0.0,10.0,2.0,2,6284.0,387.0,1.0,9,81.0,0.0,1,2.0,7,2,1,3,9,1,1.0,3,38.0,120.0,6,3,1.0,1,0,28.0,7,1,1
1.0,123.0,9.0,14,142.0,18.0,80.0,16,34.0,1.0,31,17.0,7,2,6,3,8,7,0.0,3,5.0,9.0,0,8,0.0,1,1,0.0,8,1,0
1.0,606.0,9.0,5,1572.0,19.0,4.0,17,21.0,0.0,1,8.0,9,2,1,0,9,4,0.0,3,0.0,33.0,1,5,4.0,2,1,1.0,6,4,2
3.0,23.0,37.0,7,4.0,3.0,11.0,13,25.0,1.0,3,3.0,4,2,1,2,8,7,20.0,3,29.0,42.0,7,10,156.0,0,0,6.0,1,2,1
25.0,1453.0,1.0,1,1332.0,1.0,259.0,9,239.0,0.0,18,1.0,7,2,1,0,9,1,639.0,0,15.0,50.0,7,8,47.0,1,0,7.0,6,0,1
6.0,1.0,4.0,8,1386.0,16.0,8.0,9,12.0,0.0,1,8.0,9,2,0,0,9,6,2.0,1,24.0,10.0,6,10,14.0,0,0,2.0,6,9,1
0.0,0.0,16.0,6,177.0,74.0,4.0,34,170.0,0.0,1,6.0,7,2,1,0,9,1,1.0,0,19.0,52.0,0,3,7.0,0,2,1.0,8,3,2
40.0,0.0,10.0,43,53.0,44.0,40.0,47,44.0,1.0,1,44.0,3,2,1,3,9,1,2.0,3,39.0,65.0,8,8,3.0,0,1,47.0,6,2,3
7.0,1.0,4.0,2,76.0,4.0,25.0,31,129.0,1.0,5,4.0,3,2,6,0,9,1,1.0,3,9.0,27.0,1,6,1.0,1,0,105.0,1,2,0
3.0,43.0,1.0,2,457.0,13.0,3.0,12,12.0,1.0,1,2.0,3,2,0,3,9,6,6.0,3,34.0,0.0,4,5,1.0,0,0,4.0,8,37,1
20.0,0.0,3.0,7,0.0,3.0,150.0,30,310.0,4.0,19,2.0,7,2,6,3,8,6,7.0,0,6.0,54.0,8,10,1.0,12,1,1.0,8,1,2
2.0,3.0,1.0,1,20.0,4.0,2.0,2,1.0,1.0,1,1.0,4,2,0,3,9,7,26.0,0,25.0,61.0,2,10,12.0,2,1,2.0,1,2,1
0.0,8.0,1.0,8,2831.0,566.0,75.0,11,1619.0,0.0,15,8.0,7,2,6,1,8,6,8.0,3,5.0,38.0,8,8,1.0,18,2,6.0,1,1,4
1.0,5.0,21.0,12,0.0,1.0,12.0,18,413.0,1.0,1,1.0,7,2,1,0,9,4,8.0,0,6.0,4.0,0,3,28.0,2,1,0.0,6,2,0
1.0,1.0,2.0,6,8.0,0.0,2.0,8,8.0,1.0,2,0.0,4,2,1,3,9,7,0.0,3,20.0,59.0,1,8,20.0,1,1,0.0,6,16,17
0.0,-1.0,15.0,12,1461.0,60.0,13.0,12,60.0,0.0,1,12.0,7,2,1,1,9,8,4.0,0,7.0,100.0,8,8,27.0,2,1,0.0,6,2,2
7.0,64.0,8.0,3,1491.0,116.0,11.0,44,52.0,0.0,1,3.0,4,2,1,3,9,6,2.0,3,36.0,431.0,1,3,82.0,5,1,16.0,7,2,1
0.0,3.0,7.0,7,2242.0,111.0,10.0,14,57.0,0.0,1,7.0,4,2,1,2,9,2,8.0,3,5.0,155.0,0,3,3.0,3,1,3.0,7,1,1
2.0,18.0,5.0,6,0.0,11.0,2.0,36,60.0,2.0,2,6.0,7,2,1,0,1,7,0.0,1,3.0,131.0,1,8,1.0,1,1,9.0,1,12,2
0.0,4.0,12.0,6,768.0,354.0,20.0,7,311.0,0.0,7,6.0,7,2,4,0,9,6,0.0,2,20.0,14.0,1,8,1.0,17,0,5.0,8,2,0
0.0,20.0,39.0,21,5470.0,81.0,14.0,32,39.0,0.0,2,21.0,3,2,1,1,8,6,12.0,3,3.0,3.0,3,8,2.0,4,1,9.0,4,1,0
2.0,162.0,1.0,1,2.0,0.0,2.0,1,1.0,1.0,1,0.0,7,2,0,3,1,7,1.0,1,0.0,72.0,1,8,339.0,1,1,2.0,6,2,6
1.0,-1.0,3.0,6,5.0,6.0,1.0,1,6.0,1.0,1,6.0,3,2,7,1,8,6,19.0,3,8.0,113.0,1,3,4.0,2,2,22.0,6,1,7
4.0,1300.0,2.0,1,1.0,13.0,167.0,17,70.0,0.0,9,0.0,7,2,4,3,9,6,29.0,3,7.0,5.0,6,5,38.0,13,0,0.0,6,1,0
0.0,1.0,13.0,10,7054.0,649.0,9.0,42,675.0,0.0,5,17.0,3,2,4,3,8,8,115.0,3,17.0,185.0,3,8,0.0,3,0,19.0,7,1,0
0.0,2.0,25.0,2,8471.0,153.0,42.0,2,2.0,0.0,8,2.0,4,2,1,0,8,7,2.0,2,4.0,253.0,5,10,270.0,4,1,2.0,7,1,9
0.0,15.0,3.0,7,1360.0,16.0,37.0,16,103.0,0.0,12,7.0,4,2,3,2,9,7,13.0,0,2.0,5.0,1,8,7.0,4,0,1.0,7,1,3
0.0,-2.0,36.0,17,2255.0,25.0,2.0,19,24.0,0.0,1,17.0,0,2,0,2,9,6,148.0,0,2.0,146.0,6,7,13.0,19,1,3.0,1,3,1
0.0,1.0,4.0,12,7151.0,268.0,3.0,16,230.0,0.0,2,14.0,3,2,0,3,1,6,3.0,0,0.0,14.0,1,5,7.0,12,1,7.0,6,3,1
2.0,0.0,26.0,7,15.0,5.0,3.0,7,7.0,1.0,2,5.0,3,2,1,1,9,7,9.0,1,7.0,1.0,8,5,1.0,1,1,0.0,1,2,3
1.0,165.0,7.0,10,1438.0,39.0,11.0,32,331.0,0.0,5,10.0,7,2,1,3,9,8,0.0,3,0.0,40.0,1,3,0.0,7,1,1.0,1,19,3
26.0,19.0,13459.0,4,0.0,2.0,3.0,13,4.0,0.0,1,0.0,9,2,1,0,9,6,0.0,1,3.0,66.0,5,5,8.0,1,1,8.0,2,2,0
0.0,736.0,10.0,5,6262.0,917.0,7.0,4,755.0,0.0,2,5.0,3,2,1,1,8,1,102.0,3,49.0,101.0,0,5,2.0,13,2,3.0,7,1,6
0.0,1.0,25.0,10,2960.0,41.0,3.0,11,68.0,0.0,2,10.0,4,2,6,0,8,6,4.0,3,0.0,4.0,2,8,36.0,1,0,16.0,8,1,0
2.0,10.0,11.0,11,390.0,37.0,4.0,38,88.0,1.0,2,11.0,3,2,1,3,8,7,0.0,3,0.0,10.0,0,8,1.0,1,1,0.0,2,5,5
2.0,0.0,42.0,26,1365.0,33.0,2.0,28,28.0,1.0,1,26.0,7,2,0,0,9,7,0.0,3,8.0,6.0,1,10,0.0,2,0,39.0,11,1,0
0.0,1.0,3.0,20,2767.0,113.0,8.0,34,193.0,0.0,3,20.0,9,2,1,0,9,6,0.0,3,1.0,1.0,1,5,72.0,1,0,1.0,6,1,1
0.0,46.0,4.0,14,2291.0,144.0,7.0,22,176.0,0.0,4,14.0,7,2,4,0,9,6,5.0,1,1.0,72.0,8,5,7.0,0,0,1.0,6,6,5
13.0,-1.0,16.0,13,7.0,13.0,68.0,25,156.0,2.0,5,13.0,7,2,1,0,9,8,15.0,3,3.0,50.0,0,5,63.0,1,1,2.0,6,1,1
0.0,92.0,4.0,1,4.0,14.0,12.0,1,18.0,0.0,2,1.0,7,2,1,3,9,6,10.0,3,45.0,45.0,1,8,3.0,2,0,10.0,6,1,24
2.0,1203.0,6.0,14,93.0,107.0,2.0,47,70.0,1.0,1,70.0,7,2,0,3,9,7,46.0,3,37.0,286.0,1,8,3.0,12,1,3.0,1,1,1
11.0,67.0,46.0,41,2.0,2.0,11.0,45,41.0,1.0,1,2.0,9,2,1,2,9,6,13.0,1,5.0,60.0,1,7,5.0,0,0,2.0,2,1,42
0.0,140.0,3.0,12,5015.0,91.0,115.0,17,124.0,0.0,6,12.0,3,2,1,3,9,6,8.0,3,16.0,51.0,1,5,0.0,0,1,0.0,6,19,1
0.0,43.0,5.0,5,4878.0,152.0,3.0,23,146.0,0.0,1,5.0,3,2,0,3,1,6,8.0,3,14.0,254.0,0,5,25.0,1,0,1.0,11,1,0
0.0,0.0,2.0,5,9862.0,585.0,2.0,5,642.0,0.0,1,5.0,7,2,1,3,9,8,0.0,3,1.0,198.0,8,8,11.0,10,0,26.0,5,0,5
1.0,2.0,25.0,13,10.0,7.0,32.0,37,666.0,1.0,4,7.0,3,2,1,1,9,6,13.0,2,6.0,14.0,1,5,5.0,0,1,3.0,2,13,1
3.0,0.0,1.0,0,171.0,1.0,3.0,0,0.0,1.0,1,0.0,4,2,0,2,9,7,0.0,0,3.0,16.0,8,10,5.0,5,1,3.0,6,1,1
17.0,5.0,4.0,4,4.0,4.0,213.0,22,369.0,2.0,55,4.0,7,2,4,3,8,6,17.0,1,1.0,337.0,1,5,2.0,1,2,0.0,8,1,1
0.0,31.0,5.0,2,6269.0,241.0,6.0,2,10.0,0.0,3,2.0,4,2,2,0,8,1,1.0,3,8.0,0.0,1,5,2.0,1,0,1.0,2,3,1
1.0,0.0,255.0,14,1.0,11.0,16.0,15,720.0,1.0,4,5.0,3,2,4,0,9,9,1.0,1,19.0,8.0,1,5,6.0,2,2,0.0,6,0,3
0.0,1.0,1.0,2,5664.0,207.0,5.0,18,111.0,0.0,1,2.0,4,2,1,3,9,5,3.0,0,2.0,30.0,1,8,3.0,1,1,6.0,7,1,0
8.0,1.0,49.0,12,34.0,12.0,13.0,4,21.0,1.0,2,12.0,4,2,1,2,1,7,25.0,2,1.0,23.0,0,8,7.0,1,1,154.0,9,1,1
0.0,2.0,3.0,7,529.0,470.0,33.0,26,618.0,0.0,14,7.0,7,2,4,3,1,6,2.0,2,15.0,29.0,1,3,5.0,1,1,46.0,1,0,0
0.0,1052.0,3.0,3,2082.0,12.0,3.0,4,12.0,0.0,1,3.0,7,2,0,3,9,6,1.0,0,13.0,46.0,1,0,0.0,1,1,18.0,6,1,0
0.0,0.0,7.0,6,57709.0,2927.0,0.0,7,156.0,0.0,0,6.0,7,0,0,0,9,7,23.0,1,8.0,17.0,8,8,3.0,1,0,7.0,6,1,1
7.0,46.0,5.0,5,72.0,5.0,7.0,4,5.0,1.0,1,5.0,3,2,1,1,9,6,2.0,0,4.0,3.0,7,3,6.0,9,2,8.0,6,6,2
1.0,0.0,2.0,4,839.0,8.0,11.0,7,209.0,1.0,5,4.0,9,2,4,1,9,6,6.0,3,0.0,44.0,1,3,52.0,2,1,24.0,7,0,1
1.0,199.0,12.0,12,169.0,30.0,7.0,17,605.0,1.0,5,25.0,4,2,1,3,9,6,1.0,3,5.0,80.0,1,8,3.0,22,1,5.0,6,1,1
0.0,22.0,3.0,3,527.0,70.0,1.0,23,41.0,0.0,1,3.0,7,2,7,3,8,2,26.0,3,0.0,124.0,5,3,131.0,2,1,9.0,7,1,1
1.0,87.0,3.0,3,1094.0,10.0,7.0,41,44.0,1.0,2,3.0,7,2,1,1,9,6,63.0,2,35.0,40.0,1,8,46.0,5,1,3.0,6,0,9
29.0,1.0,78.0,0,20.0,0.0,44.0,2,52.0,2.0,6,0.0,9,2,1,1,9,6,8.0,1,0.0,179.0,1,10,0.0,1,1,7.0,6,57,0
1.0,606.0,11.0,3,1356.0,11.0,3.0,11,11.0,0.0,1,7.0,3,2,4,0,9,6,7.0,3,1.0,27.0,8,8,2.0,0,1,2.0,8,0,3
9.0,1.0,5.0,2,1.0,5.0,9.0,2,2.0,2.0,2,2.0,7,2,1,1,1,7,14.0,1,19.0,47.0,0,5,18.0,1,0,193.0,7,1,0
1.0,-1.0,4.0,11,1028.0,28.0,115.0,24,436.0,1.0,23,11.0,4,2,4,3,9,6,1.0,3,3.0,8.0,6,6,26.0,4,1,6.0,2,0,1
1.0,0.0,23.0,26,4.0,25.0,3.0,42,40.0,1.0,2,25.0,3,2,0,1,8,4,8.0,0,17.0,80.0,4,3,13.0,2,0,1.0,8,1,1
14.0,4.0,2.0,2,64.0,2.0,20.0,31,34.0,2.0,3,2.0,4,2,1,3,9,7,0.0,3,2.0,10.0,5,8,2.0,0,0,23.0,6,0,1
0.0,0.0,41.0,5,2923.0,152.0,31.0,14,206.0,0.0,7,5.0,9,2,1,1,9,6,1.0,1,35.0,12.0,1,8,3.0,0,0,3.0,8,1,6
0.0,2.0,26.0,8,1499.0,206.0,2.0,46,220.0,0.0,2,9.0,3,2,1,1,1,6,1.0,2,4.0,0.0,8,3,14.0,1,1,3.0,8,3,2
2.0,-1.0,1.0,6,980.0,7.0,2.0,5,29.0,2.0,2,6.0,7,2,3,3,9,7,7.0,2,1.0,3.0,1,10,0.0,1,0,1.0,7,1,9
0.0,4.0,7.0,5,1591.0,105.0,1.0,10,56.0,0.0,1,6.0,3,2,1,3,9,6,2.0,0,39.0,39.0,4,8,18.0,43,0,0.0,1,0,2
0.0,27.0,17.0,15,1766.0,44.0,78.0,35,343.0,0.0,14,25.0,7,2,1,0,9,6,8.0,0,49.0,4.0,1,5,10.0,1,2,0.0,8,102,32
0.0,4.0,5.0,18,0.0,50.0,3.0,35,346.0,0.0,3,0.0,3,2,1,3,9,6,1.0,1,8.0,1.0,8,5,2.0,1,0,3.0,6,0,7
2.0,11.0,19.0,16,79.0,17.0,36.0,41,483.0,2.0,20,17.0,3,2,1,3,8,1,1.0,2,10.0,1.0,1,3,24.0,1,1,106.0,6,1,1
3.0,0.0,403.0,39,25.0,7.0,3.0,41,41.0,1.0,1,7.0,7,2,0,2,1,6,11.0,3,17.0,57.0,2,6,2.0,1,0,12.0,5,11,9
0.0,85.0,43.0,19,237.0,80.0,2.0,29,135.0,0.0,1,19.0,9,2,3,1,9,7,18.0,1,3.0,20.0,1,7,6.0,4,1,58.0,7,9,5
0.0,1.0,25.0,0,21179.0,340.0,1.0,4,56.0,0.0,1,1.0,3,2,7,1,9,7,0.0,3,15.0,3.0,6,8,8.0,1,1,14.0,6,1,1
3.0,0.0,8.0,4,1087.0,4.0,14.0,8,23.0,1.0,3,4.0,9,2,1,2,9,6,9.0,0,1.0,38.0,1,8,9.0,6,2,0.0,7,1,1
0.0,17.0,1.0,1,1373.0,398.0,18.0,10,116.0,0.0,5,1.0,7,2,1,1,8,8,26.0,0,21.0,20.0,1,8,23.0,1,2,174.0,8,0,1
0.0,65.0,7.0,10,2844.0,41.0,3.0,13,41.0,0.0,1,10.0,7,2,7,3,9,6,8.0,2,2.0,258.0,1,3,10.0,3,0,0.0,6,12,0
0.0,0.0,35.0,7,7223.0,120.0,4.0,12,59.0,0.0,1,7.0,9,2,1,1,9,7,5.0,3,2.0,310.0,4,3,3.0,1,0,1.0,9,1,1
2.0,11.0,1.0,4,4.0,1.0,2.0,4,4.0,1.0,1,1.0,3,2,1,0,9,6,3.0,2,2.0,14.0,8,3,5.0,0,0,0.0,6,0,16
0.0,8.0,42.0,19,66.0,108.0,20.0,24,155.0,0.0,8,19.0,3,2,1,3,9,7,4.0,3,29.0,16.0,1,8,12.0,1,2,27.0,6,1,0
1.0,358.0,14.0,14,1386.0,44.0,23.0,28,121.0,0.0,6,14.0,7,2,1,3,9,8,0.0,3,34.0,1.0,8,0,1.0,1,1,4.0,7,3,0
14.0,36.0,17.0,22,809.0,36.0,34.0,49,137.0,1.0,3,29.0,3,2,1,0,9,1,5.0,3,0.0,0.0,8,8,7.0,0,0,135.0,2,0,1
0.0,44.0,3.0,15,1245.0,213.0,8.0,8,259.0,0.0,4,15.0,7,2,1,2,9,6,8.0,2,3.0,0.0,7,5,1.0,1,1,4.0,7,5,0
0.0,5.0,7.0,5,2520.0,12.0,35.0,5,92.0,0.0,7,5.0,7,2,1,1,8,7,5.0,3,16.0,293.0,0,5,3.0,6,1,32.0,6,4,4
0.0,1.0,17.0,3,3038.0,80.0,5.0,9,62.0,0.0,2,5.0,4,2,1,0,9,4,0.0,3,4.0,13.0,5,8,51.0,1,0,0.0,2,0,7
0.0,0.0,12.0,14,2305.0,114.0,1.0,30,69.0,0.0,1,14.0,7,2,7,0,9,6,3.0,1,3.0,19.0,1,5,2.0,1,1,1.0,6,3,7
2.0,6.0,34.0,18,1.0,11.0,2.0,20,18.0,1.0,1,11.0,7,2,0,0,9,7,12.0,0,1.0,62.0,1,5,4.0,0,1,0.0,11,0,0
13.0,50.0,17.0,10,1.0,1.0,48.0,10,10.0,1.0,6,1.0,3,2,1,2,8,5,1.0,3,13.0,0.0,7,8,4.0,0,1,8.0,7,1,4
3.0,10.0,12.0,7,7.0,5.0,5.0,14,17.0,2.0,3,5.0,9,2,1,2,9,6,1.0,0,1.0,0.0,8,5,9.0,1,0,33.0,6,0,0
4.0,2598.0,3.0,12,397.0,124.0,4.0,18,40.0,1.0,1,16.0,7,2,1,3,9,8,0.0,0,6.0,279.0,5,5,7.0,1,0,10.0,4,0,1
0.0,5.0,2.0,2,7947.0,150.0,1.0,20,31.0,0.0,1,2.0,4,2,6,3,1,1,18.0,2,17.0,0.0,0,3,14.0,1,1,15.0,2,1,1
0.0,-1.0,2.0,3,1156.0,17.0,11.0,30,56.0,0.0,3,3.0,3,2,1,2,9,6,0.0,2,12.0,84.0,1,8,0.0,1,1,10.0,6,1,0
2.0,1.0,4.0,20,1216.0,23.0,4.0,22,22.0,0.0,1,20.0,4,2,1,2,1,6,0.0,0,25.0,0.0,0,3,1.0,7,1,8.0,6,14,1
13.0,1.0,11.0,12,1.0,0.0,20.0,22,35.0,2.0,5,0.0,7,2,1,1,8,6,107.0,2,21.0,76.0,1,8,4.0,0,1,1.0,8,7,0
1.0,0.0,2.0,12,1159.0,109.0,117.0,30,789.0,1.0,15,12.0,7,2,1,2,9,8,1.0,3,8.0,15.0,4,5,1.0,1,1,3.0,4,0,3
1.0,32.0,2.0,2,493.0,3.0,4.0,4,24.0,1.0,2,2.0,6,2,3,3,9,6,1.0,3,16.0,2.0,1,3,0.0,0,0,26.0,8,2,3
73.0,77.0,6.0,5,2.0,5.0,73.0,4,12.0,1.0,1,5.0,7,2,1,2,8,7,5.0,2,9.0,1174.0,1,3,53.0,3,1,12.0,8,1,10
0.0,36.0,8.0,14,1326.0,44.0,2.0,27,186.0,0.0,2,14.0,7,2,4,3,8,7,10.0,1,1.0,21.0,1,8,45.0,29,0,5.0,6,2,1
2.0,400.0,2.0,5,1235.0,5.0,20.0,5,311.0,1.0,6,5.0,7,2,1,3,9,10,8.0,2,2.0,7.0,1,8,1.0,1,1,0.0,7,0,9
0.0,18.0,8.0,2,2514.0,27.0,4.0,16,19.0,0.0,1,2.0,4,2,1,1,8,9,5.0,3,15.0,86.0,1,3,103.0,0,2,2.0,6,1,1
1.0,-1.0,57.0,17,2.0,14.0,1.0,17,17.0,1.0,1,14.0,7,2,7,0,9,8,25.0,2,28.0,10.0,1,5,12.0,4,0,4.0,7,8,0
0.0,0.0,13.0,11,2452.0,293.0,22.0,38,186.0,0.0,2,11.0,7,2,1,3,8,6,3.0,2,18.0,1087.0,1,8,0.0,1,1,18.0,2,1,6
0.0,0.0,12.0,10,1483.0,40.0,1.0,31,31.0,0.0,1,10.0,4,2,7,1,1,7,0.0,3,38.0,731.0,8,8,46.0,5,0,1.0,6,7,2
2.0,0.0,7.0,3,1284.0,69.0,89.0,12,61.0,2.0,6,3.0,7,2,1,0,1,6,3.0,1,7.0,5.0,5,8,0.0,1,0,0.0,6,0,1
0.0,1.0,2.0,3,1847.0,21.0,8.0,6,7.0,0.0,2,3.0,7,2,0,3,9,8,26.0,3,11.0,6.0,1,5,17.0,0,1,2.0,7,4,0
8.0,120.0,7.0,2,4.0,0.0,23.0,40,58.0,1.0,2,0.0,7,2,1,0,9,6,12.0,2,8.0,122.0,1,8,0.0,2,1,0.0,5,1,4
8.0,1.0,4.0,15,21.0,5.0,23.0,20,53.0,2.0,5,5.0,3,2,1,1,9,4,1.0,0,0.0,22.0,1,8,2.0,1,1,10.0,6,1,0
0.0,18.0,3.0,3,4266.0,102.0,5.0,9,156.0,0.0,2,3.0,0,2,1,2,9,6,4.0,1,24.0,17.0,1,3,24.0,5,1,11.0,1,4,1
1.0,0.0,5.0,18,12.0,13.0,1.0,18,13.0,1.0,1,13.0,9,2,1,2,9,7,1.0,1,27.0,71.0,1,8,5.0,0,1,1.0,9,2,1
0.0,1386.0,13.0,0,2632.0,48.0,12.0,1,7.0,0.0,3,1.0,4,2,1,0,9,6,0.0,2,4.0,238.0,3,8,2.0,1,0,45.0,1,4,2
7.0,2.0,3.0,1,164.0,4.0,7.0,0,1.0,1.0,1,1.0,9,2,0,1,9,7,6.0,0,2.0,22.0,1,10,30.0,1,0,0.0,6,0,3
8.0,1.0,1.0,6,239.0,38.0,15.0,0,108.0,2.0,3,6.0,3,2,6,3,9,8,6.0,1,1.0,18.0,2,5,2.0,1,0,47.0,6,3,1
1.0,6.0,1.0,1,24.0,1.0,1.0,1,1.0,1.0,1,1.0,4,2,0,2,8,7,0.0,3,49.0,11.0,6,8,0.0,1,1,19.0,7,5,1
7.0,1.0,43.0,5,56.0,3.0,7.0,22,28.0,1.0,1,3.0,4,2,1,2,8,6,0.0,2,0.0,39.0,1,0,1.0,1,0,2.0,7,8,4
2.0,1.0,5.0,9,910.0,26.0,2.0,15,13.0,1.0,1,9.0,4,2,0,2,9,6,5.0,3,9.0,108.0,1,3,1.0,0,1,2.0,7,3,1
1.0,22.0,24.0,4,1448.0,56.0,4.0,35,123.0,0.0,2,4.0,4,2,0,2,1,10,0.0,3,0.0,33.0,8,8,1.0,2,0,2.0,6,0,1
2.0,115.0,8.0,7,1.0,0.0,26.0,15,296.0,1.0,8,0.0,7,2,1,3,9,6,2.0,3,42.0,5.0,1,10,0.0,4,0,0.0,2,2,1
1.0,4.0,24.0,17,1527.0,19.0,7.0,19,36.0,0.0,3,17.0,7,2,1,1,9,8,5.0,0,1.0,26.0,1,8,19.0,0,1,0.0,7,2,1
0.0,1.0,2.0,3,7351.0,219.0,5.0,4,538.0,0.0,2,3.0,4,2,1,2,1,7,4.0,1,21.0,327.0,2,10,0.0,1,1,35.0,9,9,0
2.0,0.0,20.0,13,591.0,61.0,71.0,46,316.0,1.0,10,13.0,9,2,3,1,9,6,4.0,2,0.0,43.0,1,3,4.0,1,2,0.0,4,1,1
2.0,7.0,3.0,3,0.0,2.0,43.0,3,6.0,1.0,4,2.0,9,2,0,2,9,6,0.0,3,38.0,515.0,1,3,10.0,0,0,330.0,7,1,15
0.0,288.0,9.0,22,2872.0,185.0,39.0,16,755.0,0.0,4,36.0,9,2,3,2,9,6,7.0,3,22.0,0.0,1,7,3.0,5,0,85.0,8,1,0
1.0,-1.0,35.0,1,1418.0,1.0,3.0,1,1.0,0.0,1,1.0,7,2,0,1,9,6,20.0,2,7.0,14.0,0,0,4.0,3,1,70.0,6,0,2
0.0,-1.0,3.0,1,6042.0,190.0,16.0,1,55.0,0.0,1,1.0,9,2,1,2,9,10,3.0,3,0.0,224.0,7,3,7.0,0,0,1.0,6,3,4
3.0,5.0,1.0,1,1333.0,46.0,3.0,45,45.0,1.0,1,1.0,4,2,0,3,9,7,6.0,2,19.0,39.0,3,3,2.0,2,1,15.0,6,1,2
30.0,2.0,17.0,20,1.0,3.0,30.0,19,20.0,1.0,1,3.0,3,2,1,2,9,7,1.0,3,0.0,0.0,8,5,5.0,21,1,5.0,6,0,2
1.0,0.0,1.0,1,1045.0,77.0,1.0,44,43.0,1.0,1,1.0,4,2,7,0,9,6,1.0,3,39.0,119.0,1,7,0.0,5,0,2.0,6,1,0
4.0,832.0,2.0,2,1362.0,2.0,6.0,2,2.0,0.0,1,2.0,7,2,1,1,8,8,0.0,0,7.0,187.0,1,0,12.0,1,1,4.0,1,1,0
2.0,0.0,7.0,3,126.0,4.0,2.0,3,3.0,1.0,1,3.0,4,2,0,2,9,6,0.0,3,0.0,42.0,4,8,5.0,0,2,18.0,1,0,2
0.0,9.0,11.0,11,4632.0,50.0,2.0,15,48.0,0.0,1,11.0,9,2,0,2,9,6,2.0,2,18.0,7.0,7,3,1094.0,3,0,1.0,8,2,9
5.0,23.0,12.0,13,771.0,46.0,51.0,45,177.0,0.0,7,13.0,4,2,4,3,9,6,1.0,0,1.0,7.0,0,5,2.0,1,0,4.0,6,0,1
12.0,1.0,25.0,22,0.0,0.0,27.0,48,115.0,1.0,7,0.0,4,2,1,0,1,6,2.0,0,29.0,244.0,0,5,3.0,3,1,229.0,6,0,2
1.0,5.0,28.0,6,14.0,9.0,1.0,6,6.0,1.0,1,6.0,7,2,7,3,9,7,3.0,3,17.0,2.0,1,5,26.0,1,1,1.0,6,1,1
0.0,23.0,9.0,2,2882.0,21.0,4.0,9,34.0,0.0,1,6.0,9,2,0,0,9,6,9.0,3,1.0,2.0,5,3,1.0,9,0,18.0,7,4,3
7.0,63.0,25.0,13,47.0,14.0,7.0,14,14.0,1.0,1,14.0,9,2,1,2,9,6,33.0,2,7.0,230.0,1,3,0.0,1,1,3.0,6,3,0
2.0,7.0,76.0,24,10.0,24.0,2.0,23,24.0,1.0,1,24.0,7,2,0,0,9,8,1.0,2,10.0,1.0,1,8,29.0,12,1,84.0,8,2,0
3.0,6.0,372.0,22,4.0,29.0,21.0,31,238.0,1.0,10,12.0,9,2,6,2,9,1,8.0,3,14.0,104.0,1,8,7.0,1,0,31.0,2,17,0
8.0,7.0,2.0,9,10.0,6.0,9.0,9,9.0,2.0,3,6.0,7,2,1,0,9,6,12.0,2,12.0,312.0,7,3,0.0,0,0,15.0,2,0,2
0.0,0.0,8.0,5,4586.0,42.0,6.0,12,36.0,0.0,1,5.0,7,2,1,1,9,8,185.0,3,7.0,0.0,1,10,114.0,2,1,1.0,0,2,0
1.0,2.0,38.0,33,74.0,52.0,1.0,45,46.0,1.0,1,46.0,9,2,7,2,9,7,0.0,2,9.0,0.0,1,7,19.0,12,1,13.0,6,6,1
0.0,2.0,1.0,1,6981.0,318.0,1.0,4,182.0,0.0,1,1.0,3,2,7,3,9,6,4.0,3,0.0,29.0,4,8,6.0,1,0,8.0,7,1,9
5.0,0.0,13.0,0,125.0,20.0,5.0,5,4.0,1.0,1,4.0,3,2,1,1,9,8,141.0,3,11.0,107.0,4,3,1.0,1,0,17.0,6,3,0
5.0,-1.0,52.0,6,216.0,19.0,17.0,28,212.0,1.0,3,19.0,7,2,1,1,9,6,5.0,0,24.0,17.0,8,8,0.0,1,0,4.0,8,1,1
4.0,1.0,11.0,7,401.0,41.0,10.0,4,205.0,1.0,4,10.0,3,2,1,1,9,7,1.0,3,7.0,89.0,1,5,20.0,1,0,31.0,6,1,0
