Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Was_Vehicle_Left_Hand_Drive?,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Urban_or_Rural_Area,Vehicle_Reference_df,Casualty_Reference,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile
1,5,18,0,0,0,0,21,5,599.0,1,3,413750.0,290630.0,-1.79882,52.513387,20,2,2,300.0,47.0,452.0,0,1,1,0,21,5,0,0,5,1
1,9,9,0,0,0,0,34,6,1968.0,2,4,526464.0,347819.0,-0.116438,53.012747,32,2,1,351.0,1192.0,0.0,1,2,1,0,54,8,0,0,5,4
2,9,18,0,0,0,0,34,6,1896.0,2,11,364423.0,390840.0,-2.536702,53.41316,7,2,1,128.0,6.0,62.0,1,1,1,1,32,6,0,0,9,3
1,11,14,0,0,0,0,23,5,4580.0,2,7,427904.0,266320.0,-1.59228,52.294306,23,3,2,294.0,0.0,0.0,0,1,1,1,71,10,0,0,11,8
2,9,18,0,10,4,0,64,9,1685.0,2,3,410960.0,281650.0,-1.840223,52.43272,20,2,1,300.0,4040.0,0.0,0,2,1,1,64,9,0,0,9,1
1,9,18,0,0,0,0,30,6,1769.0,2,23,420719.0,251471.0,-1.698532,52.161127,23,3,3,293.0,3400.0,0.0,1,3,3,0,31,6,0,0,98,7
1,9,9,0,0,0,0,41,7,1968.0,2,1,444450.0,304007.0,-1.3446790000000002,52.632004,33,2,2,361.0,5103.0,5412.0,1,2,2,0,48,8,0,0,9,9
1,9,4,0,0,0,0,39,7,1598.0,1,7,393810.0,388760.0,-2.094551,53.395634,6,3,1,109.0,626.0,627.0,1,1,1,1,89,11,0,0,9,5
2,9,18,0,0,0,0,18,4,998.0,1,5,334101.0,399122.0,-2.99456,53.48467,5,3,3,93.0,5422.0,0.0,0,2,2,1,18,4,0,0,9,3
1,9,5,0,0,0,0,61,9,1951.0,2,12,309832.0,95396.0,-3.279525,50.751137,50,1,1,580.0,3174.0,0.0,1,1,1,0,83,11,5,3,0,8
2,9,18,0,0,0,0,56,9,1598.0,1,13,614893.0,315315.0,1.178467,52.692857,36,2,1,401.0,1067.0,0.0,1,2,1,1,56,9,0,0,9,5
2,19,18,0,0,0,0,54,8,2295.0,7,11,533360.0,189050.0,-0.076545,51.584535,1,2,1,31.0,504.0,0.0,0,1,1,0,86,11,0,0,9,2
1,9,18,0,0,0,0,49,8,1360.0,1,13,404231.0,170101.0,-1.94053,51.429898,54,2,3,635.0,4.0,0.0,1,2,3,0,37,7,0,0,9,8
1,3,13,0,0,0,0,27,6,125.0,1,1,415531.0,184022.0,-1.7773830000000002,51.554873,54,2,1,633.0,406.0,0.0,0,1,1,0,27,6,0,0,3,6
1,9,18,0,0,0,0,39,7,1364.0,1,10,487495.0,234688.0,-0.7268180000000001,52.003745,43,3,1,479.0,4034.0,9150.0,0,1,1,1,8,2,0,0,9,4
2,9,3,0,0,0,0,29,6,1198.0,1,10,546390.0,262120.0,0.142414,52.237811,35,2,1,395.0,14.0,0.0,1,2,1,1,29,6,0,0,9,10
1,9,4,0,0,0,0,57,9,2179.0,2,7,526390.0,192080.0,-0.17600000000000002,51.61337,1,1,1,30.0,1000.0,0.0,0,1,1,1,12,3,5,3,0,8
1,9,18,0,0,0,0,26,6,1984.0,1,1,354446.0,392194.0,-2.686986,53.424561,5,2,2,92.0,0.0,0.0,1,1,2,0,25,5,0,0,9,2
1,9,18,0,0,0,0,52,8,4134.0,2,2,353482.0,363413.0,-2.697265,53.16579100000001,7,3,3,130.0,51.0,0.0,1,3,2,0,22,5,0,0,9,4
1,9,9,0,0,0,0,50,8,1390.0,1,2,375310.0,395580.0,-2.373291,53.456389,6,2,1,112.0,0.0,0.0,0,2,1,0,37,7,0,0,9,1
2,4,17,0,0,0,0,20,4,487.0,1,10,371450.0,422810.0,-2.43392,53.700937,4,2,2,70.0,0.0,0.0,1,2,2,0,20,4,0,0,4,1
1,19,7,0,0,0,0,34,6,1598.0,2,4,505357.0,484634.0,-0.384623,54.24655799999999,12,2,1,186.0,3506.0,0.0,1,2,1,0,86,11,0,0,9,7
2,11,16,0,0,0,0,45,7,9000.0,2,10,423565.0,321182.0,-1.6520240000000002,52.787701,21,2,1,251.0,5018.0,42.0,0,1,1,0,17,4,0,0,9,9
1,9,18,0,0,4,0,49,8,1339.0,1,12,526513.0,222245.0,-0.163261,51.884419,41,1,2,435.0,532.0,479.0,1,1,2,1,23,5,0,0,9,6
2,4,3,0,0,0,0,28,6,125.0,1,5,520100.0,190490.0,-0.267342,51.600456,1,2,1,30.0,5.0,0.0,0,2,1,0,28,6,0,0,4,5
1,9,9,0,0,0,0,50,8,1686.0,2,8,351463.0,385036.0,-2.730769,53.359959,7,1,1,124.0,0.0,0.0,0,1,1,1,22,5,5,1,0,1
1,9,18,0,0,0,0,17,4,1461.0,2,11,385661.0,305305.0,-2.213359,52.64529,21,3,2,254.0,54.0,0.0,1,3,2,0,38,7,0,0,9,8
1,19,2,0,0,0,0,51,8,2148.0,2,7,529970.0,175640.0,-0.130389,51.464816,1,2,1,9.0,3.0,0.0,0,2,1,0,24,5,0,0,1,1
1,9,18,0,0,0,0,38,7,1598.0,1,4,386110.0,437070.0,-2.212517,53.82970400000001,4,2,2,77.0,0.0,0.0,0,2,1,1,26,6,0,0,9,4
1,9,17,0,0,0,0,26,6,998.0,1,9,506472.0,383715.0,-0.402353,53.339632,32,1,2,356.0,46.0,0.0,1,1,1,0,26,6,0,0,9,10
2,19,9,0,0,0,0,49,8,1995.0,2,9,336968.0,403789.0,-2.952301,53.526965,5,2,2,93.0,5147.0,0.0,0,2,2,0,49,8,0,0,19,5
2,9,18,0,0,0,0,31,6,1198.0,1,3,423162.0,447794.0,-1.648772,53.925766,12,3,2,182.0,6161.0,0.0,1,2,2,0,29,6,0,0,9,8
2,9,5,0,0,0,0,20,4,1598.0,2,1,431982.0,383834.0,-1.521018,53.350433,14,2,1,215.0,625.0,0.0,0,1,1,1,50,8,0,0,1,3
1,9,5,0,0,0,0,21,5,1399.0,2,3,372997.0,370960.0,-2.406014,53.23498000000001,7,2,3,130.0,5082.0,5081.0,1,1,1,1,21,5,0,0,9,3
1,9,18,0,0,0,0,23,5,1242.0,1,2,385480.0,384680.0,-2.21963,53.35879499999999,6,2,1,109.0,5358.0,5094.0,0,1,1,1,23,5,0,0,9,5
1,9,4,0,0,0,0,32,6,998.0,1,11,431559.0,434355.0,-1.522283,53.80454,13,3,1,204.0,0.0,0.0,0,3,1,1,86,11,0,0,9,4
1,9,18,0,0,0,0,21,5,2500.0,2,12,355690.0,433280.0,-2.674125,53.793932,4,3,3,79.0,6.0,0.0,1,3,3,1,61,9,0,0,9,8
2,9,9,0,0,0,0,55,8,1796.0,1,8,540870.0,174660.0,0.026032,51.453404,1,2,1,6.0,2213.0,20.0,0,1,1,0,48,8,0,0,5,10
1,9,7,0,0,0,0,32,6,1299.0,1,15,528901.0,226296.0,-0.12707100000000002,51.920275,41,2,2,33.0,1037.0,1920.0,1,2,2,1,41,7,0,0,9,6
1,9,18,0,0,0,0,40,7,1598.0,1,8,405706.0,95303.0,-1.920472,50.757296,55,2,1,640.0,0.0,0.0,0,1,1,1,40,7,0,0,9,5
1,9,18,0,0,0,0,60,9,998.0,1,9,545440.0,259010.0,0.127176,52.210122,35,2,1,390.0,292.0,0.0,0,2,1,0,34,6,0,0,1,5
2,9,4,0,0,0,0,36,7,1388.0,1,4,419226.0,181289.0,-1.7242369999999998,51.530186,54,2,2,633.0,419.0,0.0,1,2,2,1,47,8,0,0,9,4
2,9,7,0,0,0,0,43,7,1598.0,1,2,525270.0,223650.0,-0.180801,51.897326,41,2,3,435.0,302.0,332.0,0,1,3,0,24,5,0,0,9,5
1,9,5,0,0,0,0,38,7,1997.0,2,3,512649.0,202999.0,-0.370848,51.71442,41,2,1,434.0,25.0,405.0,1,2,1,1,29,6,0,0,9,8
1,9,18,0,0,0,0,78,11,1753.0,2,19,567974.0,183003.0,0.419739,51.520968,42,2,2,462.0,1007.0,13.0,1,1,1,0,78,11,0,0,9,8
2,9,18,0,0,0,0,21,5,1198.0,1,12,587187.0,186878.0,0.698416,51.549736,42,2,1,460.0,0.0,0.0,0,2,1,0,21,5,0,0,9,10
1,9,18,0,0,0,0,23,5,1360.0,1,9,529060.0,164950.0,-0.14737,51.368954,1,1,1,21.0,232.0,0.0,0,1,1,1,92,11,5,1,0,5
2,9,4,0,0,0,0,24,5,998.0,1,4,459176.0,310958.0,-1.125879,52.69308100000001,33,3,1,362.0,6.0,6.0,1,2,1,1,24,5,0,0,9,4
1,9,9,0,0,0,0,49,8,1796.0,1,7,359347.0,395440.0,-2.613659,53.454137,5,1,1,92.0,572.0,49.0,0,1,1,1,47,8,1,2,0,8
1,9,18,0,0,4,0,74,10,1896.0,2,10,562355.0,237925.0,0.364473,52.016000000000005,42,1,1,463.0,1054.0,0.0,1,1,1,1,74,10,0,0,9,7
2,9,18,0,0,0,0,28,6,1242.0,1,2,412931.0,94874.0,-1.818059,50.753323,55,6,5,640.0,338.0,0.0,1,4,1,1,18,4,0,0,9,5
4,9,18,0,0,0,0,28,6,1242.0,1,10,268737.0,58370.0,-3.848703,50.410495,50,4,1,584.0,38.0,0.0,1,3,1,0,28,6,0,0,9,5
1,90,9,0,0,1,0,43,7,2461.0,2,6,432029.0,435855.0,-1.514992,53.81799300000001,13,2,4,204.0,0.0,58.0,0,2,4,1,34,6,0,0,9,8
2,9,16,0,0,0,0,61,9,1995.0,2,2,426776.0,274091.0,-1.608202,52.364223,23,2,1,294.0,452.0,0.0,1,2,1,0,61,9,0,0,9,9
2,9,18,0,0,0,0,44,7,1910.0,2,8,337800.0,389685.0,-2.9369560000000003,53.400308,5,3,4,91.0,0.0,0.0,0,2,3,0,13,3,0,0,9,3
4,9,3,0,0,0,0,48,8,1596.0,1,11,432235.0,567084.0,-1.49766,54.997297,10,4,4,148.0,193.0,2036.0,0,1,1,0,22,5,0,0,9,8
1,9,8,0,0,0,0,51,8,1968.0,2,5,378440.0,431810.0,-2.328677,53.782165,4,2,1,72.0,56.0,65.0,1,2,1,1,56,9,0,0,9,3
1,9,8,0,0,0,0,69,10,1389.0,1,20,497279.0,370387.0,-0.544447,53.221637,32,2,1,352.0,1262.0,0.0,0,2,1,1,29,6,0,0,9,3
2,9,18,0,0,0,0,32,6,1560.0,2,4,445151.0,516632.0,-1.303607,54.54294300000001,17,2,3,245.0,175.0,0.0,0,1,1,0,67,10,0,0,9,2
1,5,16,0,0,0,0,56,9,1298.0,1,11,211276.0,708830.0,-5.046487,56.234437,97,3,1,913.0,83.0,0.0,1,1,1,1,53,8,0,0,5,8
1,9,4,0,0,0,0,27,6,1598.0,1,6,563790.0,189456.0,0.36249,51.580168,42,3,2,452.0,127.0,0.0,1,1,1,0,27,6,0,0,9,2
2,9,18,0,0,0,0,29,6,1560.0,2,2,343030.0,462720.0,-2.871785,54.057267,4,2,2,76.0,5273.0,0.0,0,1,1,1,82,11,0,0,9,4
1,9,9,0,0,0,0,31,6,1587.0,1,11,509920.0,186280.0,-0.415578,51.564693,1,2,4,26.0,4180.0,0.0,0,2,2,1,22,5,0,0,9,7
1,8,10,0,0,0,0,50,8,1798.0,1,3,536990.0,176460.0,-0.029077,51.47053,1,2,1,7.0,20.0,0.0,0,1,1,0,50,8,0,0,8,4
6,9,18,0,0,0,0,67,10,2400.0,2,4,451630.0,412339.0,-1.221207,53.605076,14,8,1,211.0,1.0,0.0,1,6,1,1,67,10,0,0,9,7
2,9,18,0,0,0,0,37,7,1797.0,8,5,526190.0,191870.0,-0.17896199999999998,51.611527,1,2,2,30.0,598.0,0.0,0,1,2,1,89,11,0,0,9,7
1,9,17,0,0,0,0,27,6,1800.0,1,15,527460.0,192760.0,-0.160308,51.61924000000001,1,1,1,30.0,550.0,0.0,0,1,1,0,27,6,0,0,9,5
3,9,2,0,0,0,0,47,8,1560.0,2,7,367348.0,396732.0,-2.493312,53.466308,7,3,2,128.0,574.0,0.0,1,3,2,1,47,8,0,0,9,7
2,9,18,0,0,0,0,25,5,1595.0,1,10,431506.0,435135.0,-1.523009,53.811554,13,2,2,204.0,58.0,0.0,0,2,2,1,51,8,0,0,9,7
2,9,18,0,0,0,0,53,8,2685.0,2,11,337917.0,162870.0,-2.893072,51.361489,52,2,1,605.0,5.0,0.0,0,2,1,1,53,8,0,0,9,10
1,9,18,0,0,0,0,53,8,1870.0,2,11,335584.0,390665.0,-2.97048,53.408849,5,2,10,91.0,0.0,0.0,0,2,3,1,30,6,0,0,11,1
1,9,2,0,0,0,0,40,7,1910.0,2,9,535210.0,196000.0,-0.047181,51.646548,1,2,1,32.0,1010.0,0.0,0,1,1,0,40,7,0,0,9,1
2,9,4,0,0,0,0,23,5,1229.0,1,10,389083.0,345447.0,-2.16414,53.006223,21,2,2,257.0,0.0,0.0,0,1,1,1,18,4,0,0,9,9
33,9,18,0,0,0,0,31,6,2706.0,1,1,455113.0,220016.0,-1.200828,51.875998,43,37,36,481.0,40.0,0.0,1,20,29,1,29,6,0,0,9,7
1,5,4,2,0,0,0,33,6,600.0,1,13,531610.0,184560.0,-0.103469,51.544597,1,3,2,3.0,1.0,0.0,0,3,2,0,53,8,0,0,1,4
1,9,3,0,0,0,0,48,8,1798.0,1,8,542360.0,191680.0,0.054335,51.605967,1,2,2,14.0,113.0,0.0,0,1,1,0,48,8,0,0,9,2
1,9,18,0,0,0,0,57,9,1299.0,1,12,441383.0,112856.0,-1.412721,50.913692,44,1,1,500.0,0.0,0.0,0,1,1,0,22,5,5,1,0,3
1,9,3,0,0,0,0,66,10,2148.0,2,7,611532.0,279636.0,1.106111,52.373904,36,2,3,406.0,1066.0,0.0,1,1,2,1,72,10,0,0,9,4
1,9,5,0,0,0,0,30,6,2488.0,2,10,513401.0,429338.0,-0.281814,53.748086,16,3,3,228.0,1033.0,0.0,0,3,2,0,28,6,0,0,9,1
1,9,18,0,0,0,0,40,7,1490.0,1,10,526330.0,192320.0,-0.176779,51.61554,1,2,1,30.0,1000.0,0.0,0,1,1,0,40,7,0,0,9,5
1,9,18,0,0,0,0,19,4,998.0,1,8,342659.0,166931.0,-2.825628,51.3985,52,1,1,605.0,0.0,0.0,1,1,1,1,19,4,0,0,9,9
1,9,4,0,0,0,0,19,4,1360.0,1,10,611034.0,311365.0,1.118927,52.658917,36,3,3,401.0,47.0,0.0,1,2,3,0,49,8,0,0,9,7
7,9,18,0,0,0,0,48,8,2435.0,1,19,455113.0,220016.0,-1.200828,51.875998,43,37,36,481.0,40.0,0.0,1,22,30,1,6,2,0,0,9,9
3,9,18,0,0,0,0,24,5,1398.0,1,1,500907.0,228473.0,-0.533327,51.945613,40,3,3,424.0,5120.0,0.0,1,3,2,1,24,5,0,0,9,5
3,9,8,0,0,0,0,39,7,1968.0,2,4,392707.0,343544.0,-2.11009,52.98917900000001,21,3,1,257.0,0.0,0.0,0,3,1,1,39,7,0,0,9,1
2,9,4,0,0,0,0,55,8,1895.0,1,15,416952.0,432945.0,-1.7441529999999998,53.792545,13,2,1,200.0,650.0,647.0,0,2,1,0,55,8,0,0,9,3
1,9,9,0,0,0,0,28,6,1596.0,1,3,533150.0,196590.0,-0.076712,51.652341,1,2,1,32.0,110.0,0.0,0,2,1,0,28,6,0,0,9,3
1,9,18,0,0,0,0,27,6,2400.0,2,6,434786.0,385761.0,-1.4786860000000002,53.367577,14,2,1,215.0,0.0,0.0,0,2,1,0,35,6,0,0,9,1
2,9,18,0,0,10,0,26,6,1364.0,2,7,434775.0,400219.0,-1.47726,53.497528,14,2,1,210.0,1.0,0.0,0,2,1,1,26,6,0,0,9,4
1,9,3,0,0,0,0,65,9,1995.0,2,5,524391.0,357564.0,-0.14356,53.100784,32,2,4,351.0,1192.0,0.0,1,2,3,1,76,11,0,0,9,8
1,9,9,0,0,0,0,32,6,1242.0,1,11,378830.0,246330.0,-2.310571,52.114882,22,2,1,273.0,4208.0,0.0,0,2,1,0,49,8,0,0,4,9
1,9,18,0,0,0,0,24,5,1599.0,1,7,521280.0,168090.0,-0.258006,51.398888,1,1,1,23.0,2043.0,0.0,0,1,1,0,24,5,0,0,9,1
1,9,18,0,0,0,0,40,7,1997.0,2,10,370995.0,376092.0,-2.436477,53.28100300000001,7,2,3,129.0,556.0,107.0,1,2,2,0,68,10,0,0,9,8
2,9,18,0,0,0,0,47,8,1596.0,1,10,202118.0,53277.0,-4.782617,50.346082,50,2,1,596.0,0.0,0.0,0,2,1,1,47,8,0,0,9,6
1,9,18,0,0,6,0,62,9,1242.0,1,2,420510.0,303005.0,-1.698449,52.624424,21,1,1,258.0,5.0,0.0,1,1,1,0,62,9,0,0,9,9
2,9,10,0,0,0,0,26,6,1896.0,2,6,354990.0,429360.0,-2.684177,53.758642,4,2,3,79.0,6.0,59.0,0,2,3,1,5,1,0,0,9,2
3,9,18,0,0,0,0,23,5,1396.0,1,16,429028.0,431994.0,-1.560935,53.783467,13,3,1,204.0,0.0,0.0,0,1,1,1,37,7,0,0,9,1
4,9,3,0,0,0,0,38,7,1388.0,1,5,548750.0,175310.0,0.139632,51.457231,1,7,11,18.0,207.0,0.0,0,2,2,0,48,8,0,0,11,3
1,9,3,0,0,0,0,27,6,1686.0,2,3,350989.0,383571.0,-2.737663,53.346748,7,5,2,124.0,533.0,0.0,1,3,1,0,11,3,0,0,9,1
5,9,18,0,0,0,0,28,6,1124.0,1,12,408680.0,291260.0,-1.873511,52.519154,20,6,2,300.0,6.0,0.0,0,4,2,0,24,5,0,0,9,2
4,9,18,0,0,0,0,54,8,1968.0,2,2,579548.0,223339.0,0.6071350000000001,51.879705,42,4,2,451.0,120.0,0.0,1,1,1,0,46,8,0,0,9,3
1,9,18,0,0,0,0,25,5,1968.0,2,7,549740.0,221942.0,0.17383800000000002,51.875949,41,3,3,432.0,125.0,353.0,0,2,3,0,25,5,0,0,9,4
1,9,18,0,0,0,0,68,10,1400.0,1,15,538315.0,202105.0,8.2e-05,51.700651,42,2,2,456.0,194.0,0.0,1,1,1,1,68,10,0,0,9,8
1,9,9,0,0,0,0,74,10,1796.0,1,9,393980.0,298410.0,-2.09028,52.583464,20,2,1,309.0,454.0,0.0,0,1,1,0,74,10,0,0,9,1
2,9,3,0,0,0,0,34,6,1498.0,1,9,519930.0,275940.0,-0.239947,52.368392,35,4,2,393.0,14.0,0.0,1,2,1,1,34,6,0,0,9,2
2,9,3,0,0,0,0,18,4,1598.0,1,6,425775.0,461141.0,-1.607858,54.045598,12,3,6,182.0,6165.0,0.0,1,2,1,0,18,4,0,0,9,10
1,9,18,0,0,0,0,54,8,2148.0,2,7,404936.0,419998.0,-1.926755,53.676427,13,1,1,202.0,6112.0,6113.0,1,1,1,0,24,5,0,0,9,7
1,9,18,0,0,0,0,45,7,998.0,1,6,488575.0,340263.0,-0.683062,52.95244399999999,32,3,4,355.0,1.0,1.0,1,1,3,1,23,5,0,0,9,2
3,9,4,0,0,0,0,22,5,1598.0,1,3,571960.0,209684.0,0.490235,51.75944000000001,42,3,4,454.0,138.0,1016.0,1,1,1,0,52,8,0,0,9,9
1,5,17,0,0,10,0,30,6,636.0,1,10,410509.0,156112.0,-1.850636,51.304034,54,1,1,635.0,342.0,0.0,1,1,1,0,30,6,0,0,5,5
1,9,9,0,0,0,0,19,4,1598.0,1,9,401570.0,278590.0,-1.978348,52.405316,20,2,3,300.0,38.0,0.0,0,1,3,1,63,9,0,0,9,5
1,9,5,0,0,0,0,42,7,2000.0,1,7,397501.0,384609.0,-2.039011,53.358353,7,2,1,129.0,413.0,0.0,0,2,1,0,36,7,0,0,1,9
1,9,18,0,0,0,0,51,8,1686.0,2,6,443000.0,346420.0,-1.360531,53.013365,30,1,1,320.0,608.0,0.0,0,1,1,1,67,10,5,3,0,5
1,20,9,0,0,0,0,46,8,4461.0,2,3,495016.0,247472.0,-0.613736,52.117413,43,2,3,479.0,422.0,53.0,1,2,2,1,28,6,0,0,9,8
1,9,18,0,0,0,0,33,6,1398.0,2,13,509660.0,179110.0,-0.421558,51.5003,1,2,3,26.0,312.0,0.0,0,2,2,0,19,4,0,0,9,4
1,9,18,0,0,4,0,69,10,1560.0,2,5,412278.0,182351.0,-1.82436,51.539928,54,1,2,633.0,4.0,0.0,1,1,2,0,66,10,0,0,9,3
2,9,10,0,10,10,0,33,6,698.0,1,9,528460.0,176750.0,-0.15171099999999998,51.475136,1,2,2,10.0,3205.0,0.0,0,1,1,0,26,6,0,0,9,2
2,9,18,0,0,0,0,44,7,1665.0,2,17,366492.0,384359.0,-2.504886,53.355043,7,2,3,129.0,6.0,0.0,1,2,3,0,74,10,0,0,9,8
2,21,5,0,0,0,0,35,6,9290.0,2,3,448422.0,191377.0,-1.301993,51.619141,43,2,3,483.0,4130.0,34.0,1,1,2,0,12,3,0,0,9,1
1,9,4,0,0,0,0,22,5,1364.0,1,9,513630.0,188710.0,-0.361292,51.585799,1,2,2,29.0,4090.0,404.0,0,1,2,1,3,1,0,0,9,5
2,9,9,0,0,0,0,19,4,1229.0,1,9,248803.0,54121.0,-4.127345,50.367515,50,2,2,583.0,0.0,0.0,0,1,1,1,19,4,0,0,9,7
2,11,17,0,0,0,0,56,9,6370.0,2,5,436274.0,567083.0,-1.4345290000000002,54.997011,10,2,1,149.0,3170.0,3170.0,0,2,1,1,73,10,0,0,11,1
1,9,9,0,10,0,0,34,6,1229.0,1,4,374137.0,162382.0,-2.372836,51.359913,52,3,2,611.0,367.0,3110.0,0,3,2,0,27,6,0,0,9,4
2,3,14,0,0,0,0,18,4,125.0,1,1,506046.0,249916.0,-0.451946,52.137374,40,2,3,420.0,0.0,0.0,0,1,3,1,17,4,0,0,9,8
2,5,18,0,0,0,0,20,4,599.0,1,16,453491.0,361748.0,-1.201633,53.150193,31,2,2,344.0,6009.0,0.0,0,2,1,0,20,4,0,0,5,3
2,9,18,0,0,0,0,53,8,1587.0,1,9,603604.0,221529.0,0.955092,51.855197,42,2,1,455.0,0.0,0.0,1,1,1,0,10,2,0,0,1,4
1,9,3,0,0,0,0,50,8,998.0,1,6,516250.0,192050.0,-0.322387,51.61528300000001,1,2,1,29.0,410.0,0.0,0,1,1,1,27,6,0,0,9,3
1,9,18,0,0,0,0,22,5,1242.0,1,11,648080.0,303328.0,1.6595400000000002,52.571149,36,2,1,401.0,0.0,0.0,1,2,1,1,28,6,0,0,9,2
1,9,10,0,0,0,0,58,9,2993.0,2,5,411410.0,437030.0,-1.828129,53.829411,13,1,1,200.0,0.0,0.0,0,1,1,0,39,7,5,3,0,8
1,9,4,0,0,0,0,34,6,4701.0,1,16,396880.0,284350.0,-2.047343,52.45709100000001,20,2,1,303.0,459.0,0.0,0,1,1,0,43,7,9,5,0,7
1,9,18,0,0,0,0,66,10,1753.0,2,7,485519.0,192380.0,-0.766026,51.623751,43,3,2,480.0,126.0,0.0,0,3,1,0,58,9,0,0,19,7
2,9,18,0,0,0,0,29,6,1968.0,2,7,414028.0,416998.0,-1.7892549999999998,53.6493,13,2,3,203.0,629.0,0.0,0,1,2,1,45,7,0,0,9,4
1,9,9,0,0,0,0,36,7,1753.0,2,9,408360.0,292180.0,-1.878204,52.52743,20,2,6,300.0,0.0,0.0,0,2,5,0,19,4,0,0,9,1
1,9,9,0,0,0,0,24,5,1686.0,2,10,337092.0,390993.0,-2.947864,53.411979,5,1,1,91.0,57.0,5089.0,0,1,1,1,20,4,5,3,0,1
3,9,4,0,0,0,0,54,8,2993.0,2,5,364992.0,351302.0,-2.523784,53.057814,7,3,2,129.0,530.0,0.0,0,2,2,1,57,9,0,0,9,5
3,9,17,0,0,0,0,19,4,1242.0,1,2,382040.0,410620.0,-2.272809,53.591846,6,4,2,101.0,58.0,58.0,1,2,2,1,25,5,0,0,9,4
3,9,4,0,0,0,0,27,6,1560.0,2,5,358170.0,430070.0,-2.636044,53.765289,4,4,4,83.0,6.0,0.0,1,2,2,1,0,1,0,0,9,4
3,9,18,0,0,0,0,22,5,1242.0,1,9,398289.0,326096.0,-2.026839,52.832382,21,3,2,255.0,51.0,0.0,1,1,1,1,31,6,0,0,9,4
1,9,18,0,0,0,0,45,7,1086.0,1,9,528846.0,409105.0,-0.05612,53.562749,16,2,3,233.0,0.0,0.0,0,2,1,1,36,7,0,0,9,6
2,9,18,0,0,0,0,23,5,1299.0,1,11,498384.0,192859.0,-0.5801069999999999,51.625957,43,2,1,478.0,424.0,424.0,1,2,1,1,33,6,0,0,9,5
1,9,4,0,7,1,0,90,11,1796.0,1,9,455915.0,225717.0,-1.188257,51.92717,43,1,1,481.0,148.0,0.0,1,1,1,0,90,11,0,0,9,7
2,11,18,2,0,0,0,48,8,9360.0,2,7,508164.0,428678.0,-0.361424,53.74326800000001,16,2,5,228.0,1105.0,0.0,0,2,4,1,17,4,0,0,11,4
1,9,18,0,0,2,0,51,8,1868.0,2,11,570889.0,186856.0,0.463583,51.554706,42,1,2,450.0,176.0,0.0,1,1,2,1,51,8,0,0,9,4
2,9,3,0,0,0,0,37,7,1797.0,8,4,380210.0,410000.0,-2.300416,53.586207,6,2,2,101.0,56.0,0.0,0,2,1,0,37,7,0,0,9,6
1,9,9,0,0,0,0,38,7,1796.0,1,21,468340.0,409722.0,-0.969287,53.579649,14,2,2,211.0,18.0,0.0,1,1,1,0,47,8,0,0,9,1
3,9,18,0,0,0,0,55,8,2976.0,1,10,250357.0,77664.0,-4.114934,50.579492,50,4,8,589.0,386.0,0.0,1,2,8,1,1,1,0,0,9,5
1,9,6,0,0,0,0,38,7,1349.0,1,11,359716.0,177546.0,-2.581673,51.495411,52,2,1,601.0,38.0,0.0,0,2,1,1,21,5,0,0,5,8
1,9,4,0,0,0,0,27,6,2143.0,2,2,342801.0,387668.0,-2.861384,53.382746,5,3,1,91.0,0.0,0.0,0,2,1,0,45,7,0,0,9,8
1,9,9,0,0,0,0,44,7,1956.0,2,6,528340.0,172980.0,-0.154805,51.441282,1,2,1,10.0,24.0,0.0,0,2,1,0,16,4,0,0,1,6
1,9,18,0,0,0,0,23,5,1560.0,2,9,403676.0,94936.0,-1.949255,50.754011,55,2,1,643.0,3074.0,3049.0,1,2,1,0,23,5,0,0,1,8
1,9,18,0,0,0,0,28,6,2685.0,2,11,548580.0,184490.0,0.14105,51.539759,1,3,3,16.0,0.0,0.0,0,2,2,0,48,8,0,0,19,3
1,9,9,0,0,0,0,26,6,1796.0,1,12,402890.0,286850.0,-1.958876,52.479569,20,2,1,300.0,0.0,0.0,0,1,1,0,26,6,0,0,9,1
2,9,18,0,0,0,0,82,11,1896.0,2,10,370245.0,233178.0,-2.434789,51.996243,53,2,2,622.0,4216.0,57.0,1,2,1,1,82,11,0,0,9,6
1,9,18,0,0,0,0,34,6,1299.0,1,11,507880.0,173080.0,-0.449031,51.446443,1,2,1,25.0,3003.0,0.0,1,1,1,0,34,6,0,0,9,8
1,9,9,0,0,0,0,32,6,1910.0,2,9,433624.0,296482.0,-1.505389,52.56513399999999,23,2,2,290.0,5.0,0.0,1,2,2,0,24,5,0,0,9,4
2,9,10,0,0,0,0,53,8,1956.0,2,4,495701.0,406768.0,-0.557062,53.548834,16,2,2,232.0,0.0,18.0,1,2,2,0,53,8,0,0,9,8
