Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Was_Vehicle_Left_Hand_Drive?,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Urban_or_Rural_Area,Vehicle_Reference_df,Casualty_Reference,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile
1,20,18,0,0,0,0,62,9,3920.0,2,4,384080.0,277110.0,-2.2353650000000003,52.391778,22,2,1,278.0,456.0,0.0,0,2,1,0,88,11,0,0,9,2
1,3,18,0,0,0,0,18,4,125.0,1,4,486527.0,169517.0,-0.757076,51.418075,43,2,1,470.0,3408.0,0.0,0,1,1,0,18,4,0,0,3,10
1,9,18,0,7,6,0,23,5,1248.0,2,7,416742.0,422427.0,-1.7479060000000002,53.69801700000001,13,1,1,202.0,62.0,0.0,1,1,1,1,54,8,0,0,9,2
1,9,12,0,0,0,0,29,6,1998.0,1,10,458585.0,340349.0,-1.129359,52.957323,31,2,2,346.0,686.0,0.0,0,1,2,1,29,6,0,0,9,1
2,9,3,0,0,0,0,25,5,1598.0,1,1,454568.0,409624.0,-1.177285,53.580379,14,3,4,211.0,1220.0,0.0,0,3,4,1,57,9,0,0,9,3
2,9,3,0,0,0,0,32,6,1198.0,1,4,410550.0,288740.0,-1.846032,52.496467,20,3,3,300.0,4114.0,0.0,0,3,3,1,7,2,0,0,9,4
1,9,18,0,0,0,0,34,6,1598.0,2,1,417691.0,182974.0,-1.7462810000000002,51.545387,54,2,1,633.0,4259.0,4006.0,1,2,1,1,23,5,0,0,9,9
1,9,9,0,0,0,0,17,4,1390.0,1,15,524380.0,273440.0,-0.175548,52.344937,35,2,3,393.0,0.0,0.0,0,2,3,1,45,7,0,0,9,2
4,9,10,0,0,0,0,24,5,1999.0,1,10,493783.0,321379.0,-0.610999,52.78185500000001,32,4,3,355.0,1.0,484.0,1,1,1,1,48,8,0,0,9,1
1,19,18,0,0,0,0,44,7,5880.0,2,7,453957.0,343285.0,-1.197754,52.984197,31,1,1,346.0,610.0,0.0,0,1,1,0,18,4,6,9,0,10
1,5,18,0,0,0,0,25,5,600.0,1,14,342540.0,463480.0,-2.879414,54.06404200000001,4,2,2,76.0,0.0,0.0,0,1,2,1,31,6,0,0,5,1
2,9,2,0,0,0,0,43,7,2993.0,2,1,529160.0,170910.0,-0.143768,51.422493,1,2,2,10.0,216.0,0.0,0,1,1,0,23,5,0,0,9,2
2,9,4,0,0,0,0,77,11,1598.0,1,10,616634.0,310453.0,1.200992,52.648525,36,4,5,406.0,1074.0,0.0,1,4,4,0,46,8,0,0,9,4
1,9,18,0,0,0,0,52,8,1969.0,2,1,367570.0,426000.0,-2.493023,53.729381,4,1,1,70.0,666.0,666.0,0,1,1,0,20,4,5,3,0,2
1,9,17,0,7,7,0,51,8,1598.0,1,18,407919.0,91475.0,-1.88918,50.722846,55,1,1,640.0,338.0,338.0,0,1,1,1,51,8,0,0,9,7
2,9,16,0,10,4,0,52,8,1997.0,2,12,475746.0,286552.0,-0.88633,52.47165699999999,33,2,1,363.0,6.0,0.0,1,2,1,0,52,8,0,0,9,10
2,9,3,0,0,0,0,46,8,1390.0,1,15,558582.0,191310.0,0.288229,51.598313,42,2,1,452.0,0.0,0.0,1,2,1,1,69,10,0,0,9,2
1,19,3,0,0,0,0,29,6,2143.0,2,2,489639.0,266386.0,-0.687243,52.28830900000001,34,2,1,386.0,509.0,0.0,1,2,1,0,50,8,0,0,5,4
2,9,18,0,0,0,0,39,7,1388.0,1,10,526089.0,222529.0,-0.16931400000000002,51.887068,41,3,6,435.0,602.0,0.0,0,2,3,1,39,7,0,0,9,7
2,9,18,0,0,0,0,64,9,1797.0,8,3,385600.0,352760.0,-2.216374,53.071877,21,2,1,257.0,0.0,0.0,0,1,1,0,32,6,0,0,9,1
2,9,8,0,0,0,0,44,7,1796.0,1,10,383070.0,275790.0,-2.25014,52.379881,22,2,1,278.0,451.0,442.0,0,2,1,0,44,7,0,0,9,5
1,9,18,0,0,10,0,28,6,1799.0,1,7,442390.0,209991.0,-1.386856,51.78697800000001,43,2,1,485.0,40.0,0.0,1,1,1,0,28,6,0,0,9,10
3,9,2,0,0,0,0,62,9,2495.0,2,13,451153.0,398593.0,-1.230658,53.48158100000001,14,3,1,211.0,0.0,0.0,0,1,1,0,45,7,0,0,9,1
1,19,9,0,0,0,0,39,7,2148.0,2,8,456482.0,402496.0,-1.149665,53.516115,14,2,1,211.0,771.0,0.0,0,2,1,0,17,4,0,0,3,5
1,9,16,0,0,0,0,57,9,1339.0,1,5,505580.0,483771.0,-0.381506,54.23876,12,2,1,186.0,75.0,0.0,1,1,1,1,57,9,0,0,9,7
2,9,2,0,0,0,0,37,7,1910.0,2,7,354500.0,430080.0,-2.6917150000000003,53.76507,4,2,1,79.0,0.0,0.0,0,2,1,0,18,4,0,0,9,5
3,9,3,0,0,0,0,26,6,1242.0,1,6,597471.0,222792.0,0.8668790000000001,51.86874,42,3,1,455.0,0.0,0.0,1,1,1,1,23,5,0,0,9,6
1,9,5,0,0,0,0,47,8,1956.0,2,6,531910.0,179100.0,-0.101187,51.495461,1,2,1,8.0,3.0,201.0,0,1,1,0,37,7,10,9,0,8
1,9,1,0,0,0,0,44,7,1994.0,2,12,627565.0,309399.0,1.36156,52.634595,36,1,1,401.0,0.0,0.0,0,1,1,1,21,5,6,5,0,10
3,9,2,0,0,0,0,48,8,1588.0,1,11,330880.0,438680.0,-3.051909,53.83975,4,3,2,71.0,0.0,0.0,0,2,2,0,67,10,0,0,9,3
2,9,18,0,10,0,0,72,10,998.0,1,8,405470.0,305870.0,-1.920581,52.650536,20,2,2,307.0,0.0,0.0,0,1,1,0,29,6,0,0,9,4
2,9,7,0,0,0,0,39,7,1798.0,1,9,533480.0,178440.0,-0.078834,51.489162,1,2,1,8.0,2.0,0.0,0,1,1,0,26,6,0,0,5,4
5,9,3,0,0,0,0,40,7,1956.0,2,5,366194.0,90393.0,-2.48017,50.712179,55,7,5,645.0,35.0,0.0,1,4,4,0,51,8,0,0,9,4
2,9,18,0,10,9,0,48,8,1598.0,1,6,424325.0,577195.0,-1.620442,55.0886,10,2,1,139.0,1068.0,1172.0,1,2,1,0,48,8,0,0,9,6
1,9,3,0,0,0,0,25,5,1595.0,2,5,537110.0,180800.0,-0.025666,51.509501,1,2,1,5.0,1261.0,1206.0,0,1,1,0,25,5,0,0,9,2
1,9,18,0,0,0,0,25,5,1984.0,1,6,444840.0,360900.0,-1.331094,53.14336700000001,30,4,2,321.0,1.0,0.0,1,3,2,1,11,3,0,0,9,5
2,9,8,0,0,0,0,44,7,1596.0,1,12,340074.0,395517.0,-2.903871,53.452986,5,2,1,91.0,0.0,0.0,0,2,1,1,14,3,0,0,9,5
2,9,18,0,0,0,0,35,6,1389.0,1,16,404256.0,93310.0,-1.941051,50.739385,55,2,2,643.0,0.0,0.0,0,2,2,0,35,6,0,0,9,3
1,9,9,0,0,0,0,22,5,998.0,1,8,340900.0,407960.0,-2.893785,53.564908,4,2,1,84.0,59.0,0.0,0,2,1,0,25,5,0,0,3,4
1,9,18,0,0,0,0,47,8,1364.0,2,2,333610.0,436110.0,-3.009872,53.817011,4,2,1,71.0,587.0,0.0,1,1,1,0,47,8,0,0,9,3
3,9,2,0,0,0,0,46,8,1798.0,1,1,536460.0,167690.0,-0.040078,51.391848,1,3,8,19.0,214.0,0.0,0,1,2,0,16,4,0,0,11,7
1,9,18,0,10,1,0,77,11,1328.0,1,11,357740.0,415920.0,-2.640632,53.63808,4,1,2,73.0,0.0,0.0,0,1,2,1,57,9,0,0,9,8
1,9,16,0,0,0,0,30,6,1598.0,1,13,580983.0,204493.0,0.618134,51.709975,42,2,3,458.0,1010.0,0.0,1,2,2,0,56,9,0,0,20,2
1,9,18,0,0,0,0,65,9,1296.0,1,9,248460.0,58542.0,-4.133948,50.407158,50,2,1,583.0,386.0,0.0,0,2,1,1,28,6,0,0,9,2
1,9,11,0,10,10,0,62,9,1590.0,1,16,526020.0,170910.0,-0.188903,51.423199,1,1,1,22.0,0.0,0.0,0,1,1,0,69,10,0,0,9,8
1,9,18,0,0,0,0,38,7,1582.0,2,2,334643.0,416681.0,-2.990073,53.64254,5,3,3,93.0,0.0,0.0,0,3,3,0,9,2,0,0,9,5
1,9,16,0,0,0,0,23,5,1198.0,1,1,451147.0,317385.0,-1.243664,52.751668,33,3,3,362.0,3210.0,0.0,0,3,3,0,8,2,0,0,9,9
2,9,4,0,0,0,0,35,6,1390.0,1,4,489702.0,240546.0,-0.693142,52.056047,43,5,5,479.0,1.0,1.0,1,1,1,0,55,8,0,0,21,7
2,9,18,0,0,0,0,43,7,1598.0,1,9,450142.0,277182.0,-1.264621,52.390374,23,2,1,292.0,0.0,0.0,0,1,1,0,47,8,0,0,8,5
2,9,2,0,0,0,0,23,5,1995.0,2,5,410230.0,293210.0,-1.850609,52.536658,20,2,1,300.0,0.0,0.0,0,1,1,0,14,3,0,0,2,1
1,9,18,0,0,0,0,25,5,1388.0,1,10,361272.0,386061.0,-2.583517,53.369984,7,3,3,128.0,0.0,0.0,0,1,1,1,25,5,0,0,9,10
1,9,18,0,0,4,0,29,6,1396.0,1,15,407834.0,91127.0,-1.890391,50.719718,55,1,3,640.0,3066.0,0.0,0,1,3,0,34,6,0,0,9,2
1,9,6,0,0,0,0,26,6,2993.0,2,4,531180.0,167670.0,-0.115929,51.392913,1,2,2,20.0,23.0,0.0,0,2,2,0,40,7,0,0,9,4
2,9,18,0,0,0,0,34,6,1240.0,1,11,384060.0,401330.0,-2.241814,53.508411,6,2,2,102.0,665.0,0.0,0,2,1,1,34,6,0,0,9,2
3,9,18,0,0,0,0,30,6,1896.0,2,8,485972.0,191948.0,-0.75959,51.619799,43,3,3,480.0,404.0,0.0,1,2,3,1,36,7,0,0,9,10
1,9,9,0,0,0,0,35,6,2179.0,2,12,535610.0,180790.0,-0.047271,51.509773,1,2,1,5.0,1203.0,0.0,0,2,1,0,38,7,0,0,3,3
1,9,18,0,0,0,0,24,5,1398.0,2,5,508994.0,327226.0,-0.383621,52.831542000000006,32,1,1,355.0,15.0,0.0,1,1,1,1,24,5,0,0,9,3
2,9,18,0,0,0,0,25,5,1598.0,1,7,414844.0,429433.0,-1.7763189999999998,53.76104399999999,13,2,4,200.0,6036.0,0.0,0,1,2,1,17,4,0,0,9,1
5,9,3,0,0,0,0,52,8,1994.0,1,11,459041.0,312699.0,-1.127564,52.70874499999999,33,7,3,362.0,8207.0,5214.0,0,6,2,0,12,3,0,0,1,8
1,9,7,0,0,0,0,80,11,999.0,1,3,412303.0,520431.0,-1.811179,54.57894,11,2,2,169.0,688.0,6279.0,1,1,2,1,82,11,0,0,9,8
2,9,15,0,0,0,0,29,6,1598.0,1,9,531670.0,189210.0,-0.100864,51.58637,1,2,1,31.0,105.0,0.0,0,2,1,1,29,6,0,0,9,2
2,9,18,0,0,0,0,41,7,1591.0,1,2,295544.0,75084.0,-3.476257,50.566138,50,2,2,585.0,379.0,0.0,1,1,1,1,42,7,0,0,9,9
2,5,13,0,0,0,0,49,8,1084.0,1,17,454997.0,202929.0,-1.205218,51.722395,43,3,1,482.0,320.0,0.0,0,2,1,0,49,8,0,0,5,1
1,9,18,0,0,0,0,33,6,2171.0,1,12,593998.0,187541.0,0.7968930000000001,51.553392,42,2,1,459.0,1017.0,0.0,1,2,1,1,42,7,0,0,9,3
3,9,12,0,0,0,0,38,7,1229.0,1,8,519370.0,182260.0,-0.280669,51.526645,1,3,3,27.0,40.0,0.0,0,2,1,0,50,8,0,0,9,2
1,9,4,0,0,0,0,38,7,1396.0,1,11,446675.0,330481.0,-1.308048,52.869789,33,4,3,366.0,6540.0,6.0,1,1,1,1,38,7,0,0,9,7
2,9,18,0,0,0,0,56,9,1400.0,1,11,353350.0,431380.0,-2.709356,53.776652,4,2,2,79.0,6.0,0.0,0,2,2,0,56,9,0,0,9,8
2,9,18,0,0,0,0,33,6,1598.0,1,5,419620.0,527861.0,-1.697487,54.645481,11,2,2,169.0,0.0,0.0,0,2,2,1,33,6,0,0,9,3
1,9,18,0,0,0,0,19,4,1589.0,1,15,587013.0,186059.0,0.6954739999999999,51.542438,42,2,1,460.0,13.0,0.0,0,2,1,1,37,7,0,0,9,6
4,19,4,0,0,0,0,30,6,1598.0,2,7,532266.0,388453.0,-0.013202,53.37638199999999,32,6,5,351.0,16.0,0.0,1,4,2,0,30,6,0,0,19,3
1,9,9,0,0,0,0,25,5,1995.0,2,8,453631.0,208079.0,-1.224199,51.768827,43,2,1,482.0,320.0,0.0,0,2,1,0,62,9,0,0,9,8
2,9,5,0,0,0,0,56,9,1396.0,1,1,496981.0,371368.0,-0.548611,53.230507,32,2,1,352.0,1273.0,57.0,0,2,1,0,56,9,0,0,9,7
2,9,10,0,0,0,0,39,7,1597.0,1,11,546410.0,279110.0,0.150093,52.390442,35,2,1,391.0,142.0,1421.0,1,2,1,1,39,7,0,0,9,10
1,19,9,0,10,11,0,37,7,1399.0,2,5,422911.0,425612.0,-1.654239,53.72641,13,1,1,203.0,0.0,652.0,0,1,1,0,37,7,0,0,19,8
1,9,16,0,0,0,0,22,5,1896.0,2,10,250203.0,77127.0,-4.116891000000002,50.574627,50,1,1,589.0,386.0,0.0,0,1,1,1,22,5,0,0,9,4
1,9,18,0,0,0,0,28,6,1598.0,1,9,349640.0,463890.0,-2.771014,54.068471,4,2,1,76.0,6.0,0.0,1,1,1,1,28,6,0,0,9,1
1,9,18,0,0,0,0,31,6,1596.0,1,9,531230.0,177310.0,-0.111642,51.479533,1,2,1,9.0,23.0,0.0,0,2,1,0,26,6,0,0,3,4
4,9,4,0,0,0,0,58,9,1798.0,1,11,456645.0,358563.0,-1.15504,53.12124100000001,31,5,1,344.0,617.0,0.0,1,3,1,1,41,7,0,0,9,4
3,9,18,0,0,0,0,25,5,1461.0,2,4,361748.0,98868.0,-2.544021,50.788111,55,3,6,645.0,37.0,0.0,1,2,2,1,26,6,0,0,9,4
1,9,9,0,0,0,0,18,4,973.0,1,13,505642.0,362570.0,-0.42182,53.14980300000001,32,2,2,353.0,1188.0,154.0,1,2,2,0,24,5,0,0,3,6
2,9,2,0,0,0,0,45,7,973.0,1,14,489637.0,408669.0,-0.648012,53.566985,16,2,1,232.0,0.0,0.0,0,1,1,1,72,10,5,1,0,2
1,9,18,0,0,0,0,92,11,1591.0,1,4,334829.0,154014.0,-2.935796,51.281522,52,3,2,607.0,370.0,0.0,1,2,2,0,51,8,0,0,9,8
1,9,18,0,0,0,0,58,9,1598.0,1,9,533188.0,387493.0,0.000244,53.367527,32,1,1,351.0,659.0,532.0,0,1,1,0,26,6,1,3,0,2
1,9,18,0,0,0,0,24,5,1199.0,2,2,218023.0,76420.0,-4.570568,50.559132,50,2,2,596.0,30.0,0.0,1,2,2,1,27,6,0,0,9,4
1,3,14,0,0,0,0,17,4,124.0,1,8,176206.0,45968.0,-5.141933,50.27117,50,2,1,596.0,390.0,0.0,1,1,1,0,17,4,0,0,3,5
2,9,18,0,0,0,0,54,8,1461.0,2,4,434752.0,556972.0,-1.459538,54.906263,10,2,1,150.0,19.0,0.0,1,1,1,0,42,7,0,0,3,2
1,9,18,0,7,1,0,21,5,1896.0,2,11,436413.0,390068.0,-1.453741,53.406180000000006,14,3,1,215.0,6135.0,0.0,0,1,1,0,21,5,0,0,9,1
2,9,18,0,0,0,0,73,10,1242.0,1,6,362171.0,373970.0,-2.568559,53.261372,7,3,4,130.0,619.0,0.0,1,1,2,1,39,7,0,0,9,6
2,9,17,0,0,0,0,49,8,1329.0,1,3,516221.0,219196.0,-0.313749,51.859256,41,2,1,433.0,96.0,0.0,1,2,1,1,49,8,0,0,9,6
3,9,18,0,0,0,0,32,6,1997.0,2,5,530540.0,179660.0,-0.120704,51.500811,1,3,1,9.0,302.0,0.0,1,2,1,1,21,5,0,0,9,5
1,9,9,0,0,0,0,44,7,1910.0,2,9,614792.0,246127.0,1.132667,52.07183300000001,37,2,1,412.0,0.0,1156.0,0,1,1,1,44,7,0,0,9,2
1,9,11,0,0,0,0,18,4,1242.0,1,1,438400.0,371370.0,-1.426112,53.23797800000001,30,2,1,322.0,6543.0,6543.0,0,2,1,0,32,6,0,0,9,4
2,9,18,0,0,0,0,35,6,1229.0,1,7,543531.0,374713.0,0.149799,53.250028,32,3,3,351.0,1104.0,0.0,1,3,3,1,20,4,0,0,9,3
1,9,9,0,0,0,0,19,4,998.0,1,6,469129.0,380651.0,-0.963749,53.318285,31,2,2,341.0,620.0,0.0,1,2,2,0,29,6,0,0,9,3
1,9,6,0,0,0,0,61,9,999.0,1,1,537680.0,186010.0,-0.015423,51.55618,1,3,2,13.0,106.0,0.0,1,1,1,1,61,9,0,0,9,3
1,9,18,0,0,0,0,25,5,1229.0,1,4,549670.0,174300.0,0.152437,51.447913,1,3,3,18.0,2.0,0.0,0,1,1,1,24,5,0,0,9,3
1,9,17,0,0,7,0,55,8,1997.0,2,12,464431.0,348577.0,-1.0407110000000002,53.030607,31,1,1,345.0,6097.0,0.0,1,1,1,0,55,8,0,0,9,9
2,9,18,0,0,0,0,39,7,1794.0,1,12,453818.0,360345.0,-1.196979,53.13755,31,2,4,344.0,60.0,0.0,0,2,3,1,5,1,0,0,9,3
1,5,18,0,0,0,0,25,5,1000.0,1,7,391570.0,143139.0,-2.122001,51.187413,54,2,1,635.0,3414.0,0.0,1,1,1,0,25,5,0,0,5,6
2,5,14,0,0,0,0,47,8,656.0,1,2,336937.0,392713.0,-2.950541,53.42741899999999,5,2,1,91.0,580.0,0.0,0,2,1,0,47,8,0,0,5,7
1,19,4,0,0,1,0,20,4,2198.0,2,3,536502.0,324838.0,0.023439,52.80383000000001,32,2,5,354.0,1515.0,0.0,1,1,2,0,21,5,0,0,19,5
2,5,18,0,0,6,0,67,10,998.0,1,8,454585.0,520623.0,-1.157062,54.577879,17,2,1,241.0,66.0,112.0,0,2,1,0,67,10,0,0,5,6
2,9,18,0,0,0,0,36,7,999.0,1,5,406420.0,292130.0,-1.906801,52.52700600000001,20,2,2,300.0,34.0,0.0,0,1,1,0,25,5,0,0,9,3
1,9,4,0,0,0,0,51,8,1124.0,1,14,504192.0,487261.0,-0.401581,54.270397,12,2,1,186.0,165.0,0.0,0,1,1,0,51,8,0,0,9,7
2,9,18,0,0,0,0,20,4,998.0,1,1,434524.0,145678.0,-1.50716,51.209271,44,2,4,501.0,3402.0,0.0,0,2,3,0,20,4,0,0,9,9
1,9,18,0,0,0,0,29,6,2993.0,2,6,547720.0,186900.0,0.12967,51.561639,1,2,3,16.0,1083.0,0.0,0,1,1,0,29,6,0,0,9,5
2,9,18,0,0,0,0,63,9,2184.0,2,10,378691.0,358982.0,-2.319906,53.127573,7,2,1,129.0,533.0,0.0,1,2,1,0,17,4,0,0,9,10
1,9,9,0,0,0,0,63,9,1242.0,1,2,300423.0,82046.0,-3.4092580000000003,50.629581,50,2,1,580.0,376.0,0.0,0,2,1,1,23,5,0,0,5,8
1,9,2,0,10,0,0,45,7,1686.0,2,4,291359.0,64281.0,-3.532178,50.468258,50,1,2,587.0,0.0,0.0,0,1,1,0,85,11,8,7,0,5
2,19,4,0,0,0,0,28,6,2402.0,2,7,385407.0,348996.0,-2.2190830000000004,53.038037,21,2,1,253.0,527.0,96.0,0,1,1,1,25,5,0,0,9,2
2,9,18,0,0,0,0,29,6,1242.0,1,4,354194.0,145804.0,-2.657114,51.209594,52,3,3,606.0,371.0,0.0,0,1,1,1,72,10,0,0,9,3
1,9,9,0,0,0,0,38,7,1560.0,2,8,478990.0,264055.0,-0.843874,52.26898900000001,34,2,4,384.0,43.0,8179.0,0,1,4,1,5,1,0,0,9,4
1,9,18,0,0,0,0,22,5,1229.0,1,1,332994.0,396333.0,-3.010644,53.459465,5,2,1,93.0,565.0,0.0,0,2,1,0,8,2,0,0,1,1
1,5,18,0,0,0,0,41,7,1690.0,1,5,527640.0,188730.0,-0.159174,51.582983,1,2,1,31.0,1000.0,0.0,0,1,1,1,48,8,5,2,0,3
1,8,18,2,0,0,0,46,8,1996.0,2,8,361634.0,173536.0,-2.55361,51.459491,52,1,1,601.0,420.0,0.0,0,1,1,1,43,7,6,9,0,3
2,9,18,0,0,11,0,27,6,1242.0,1,12,351467.0,390148.0,-2.731496,53.405905,5,2,1,92.0,62.0,0.0,1,2,1,1,27,6,0,0,9,5
1,9,18,0,9,4,0,52,8,1229.0,1,9,495612.0,406736.0,-0.558415,53.548562,16,2,5,232.0,18.0,0.0,1,1,1,1,52,8,0,0,9,2
2,9,3,0,0,0,0,51,8,1686.0,2,1,504558.0,246558.0,-0.474709,52.107478,40,2,1,420.0,6.0,421.0,1,2,1,1,51,8,0,0,9,3
2,9,18,0,0,0,0,57,9,1364.0,2,6,471240.0,172157.0,-0.976341,51.443933,43,2,3,472.0,33.0,7201.0,0,1,1,0,17,4,0,0,9,9
1,9,9,0,0,0,0,23,5,1598.0,1,7,608860.0,224672.0,1.033198,51.881475,42,3,2,461.0,0.0,1029.0,1,1,1,1,23,5,0,0,9,10
2,9,18,0,0,0,0,23,5,2179.0,2,1,508358.0,200224.0,-0.433794,51.690323,41,2,1,436.0,76.0,0.0,1,2,1,1,23,5,0,0,9,9
1,9,9,0,0,10,0,70,10,1329.0,1,3,504782.0,249607.0,-0.470502,52.134838,40,2,2,420.0,600.0,600.0,0,2,2,0,40,7,0,0,8,3
2,9,17,0,0,0,0,83,11,1124.0,1,14,216480.0,65075.0,-4.58675,50.45672800000001,50,3,4,596.0,38.0,0.0,1,2,2,0,83,11,0,0,9,3
1,9,7,5,0,0,0,26,6,1398.0,1,4,511751.0,432173.0,-0.305798,53.773912,16,2,1,228.0,0.0,0.0,0,2,1,0,13,3,0,0,1,8
1,9,18,0,0,0,0,60,9,2179.0,2,1,489475.0,187239.0,-0.710205,51.576924,43,1,1,480.0,4094.0,0.0,0,1,1,1,14,3,5,4,0,10
1,9,16,0,10,4,0,25,5,1995.0,1,7,459434.0,304697.0,-1.123189,52.636775,33,1,1,364.0,594.0,0.0,0,1,1,0,25,5,0,0,9,3
1,9,6,8,0,0,0,85,11,1248.0,1,5,387052.0,287156.0,-2.192086,52.48217,21,2,1,254.0,449.0,0.0,1,1,1,0,85,11,0,0,9,5
1,9,16,0,0,0,0,37,7,1397.0,1,14,421347.0,543625.0,-1.669577,54.787073,11,2,2,169.0,17.0,0.0,1,1,1,0,37,7,0,0,9,2
1,4,18,0,0,0,0,30,6,124.0,1,2,516290.0,177360.0,-0.32666,51.483248,1,2,1,25.0,4.0,454.0,0,1,1,0,30,6,0,0,4,7
1,9,18,0,0,10,0,20,4,1390.0,1,8,408040.0,376180.0,-1.880872,53.282535,30,2,1,325.0,31.0,0.0,1,1,1,1,20,4,0,0,9,4
2,8,18,0,0,0,0,41,7,2402.0,2,10,529820.0,181370.0,-0.130442,51.516344,1,2,2,2.0,40.0,40.0,0,2,2,0,41,7,0,0,8,7
2,5,18,0,0,0,0,40,7,1043.0,1,1,526660.0,259230.0,-0.14743,52.216731,35,2,2,395.0,1040.0,0.0,1,1,2,1,55,8,0,0,9,9
2,9,4,0,0,0,0,30,6,1591.0,1,6,520220.0,296450.0,-0.228306,52.552626,35,2,1,394.0,1139.0,1139.0,1,2,1,1,30,6,0,0,9,8
1,9,18,0,0,10,0,62,9,1560.0,2,8,172540.0,33672.0,-5.185926,50.159356,50,1,1,596.0,394.0,0.0,1,1,1,0,62,9,0,0,9,6
1,9,18,0,0,0,0,54,8,1968.0,2,7,387720.0,220169.0,-2.179801,51.879948,53,2,1,625.0,364.0,2416.0,0,2,1,0,11,3,0,0,1,10
2,9,9,0,0,0,0,35,6,1968.0,2,5,334540.0,551420.0,-3.021113,54.853277,3,2,1,62.0,595.0,0.0,1,1,1,0,89,11,0,0,9,3
2,9,3,0,0,0,0,21,5,1364.0,1,6,391325.0,302603.0,-2.129576,52.621122,20,2,1,309.0,449.0,0.0,0,2,1,1,21,5,0,0,9,9
1,9,18,0,0,0,0,38,7,1386.0,1,9,341330.0,409100.0,-2.887508,53.575202,4,3,2,84.0,59.0,0.0,0,2,2,1,3,1,0,0,9,7
3,21,18,0,0,0,0,56,9,12777.0,2,6,249604.0,54320.0,-4.1161699999999986,50.369509,50,3,4,583.0,374.0,379.0,0,2,4,1,65,9,0,0,9,9
1,5,18,0,0,0,0,56,9,649.0,1,43,622589.0,339896.0,1.308866,52.910355,36,2,1,405.0,149.0,0.0,1,1,1,0,56,9,0,0,5,10
5,20,18,0,4,0,0,25,5,2998.0,2,10,453941.0,382786.0,-1.191349,53.339235,14,5,3,213.0,57.0,0.0,1,2,2,1,38,7,0,0,9,9
3,9,18,0,0,0,0,40,7,1686.0,2,3,506234.0,207883.0,-0.462176,51.759567,41,3,3,431.0,487.0,539.0,0,3,3,0,40,7,0,0,9,3
1,9,1,9,0,0,0,42,7,1598.0,1,11,362727.0,171402.0,-2.537653,51.44037700000001,52,1,1,601.0,0.0,0.0,0,1,1,1,84,11,6,9,0,4
1,9,12,0,0,0,0,32,6,1248.0,2,4,437191.0,472431.0,-1.432138,54.146368,12,4,2,182.0,1.0,168.0,1,3,2,0,64,9,0,0,19,8
1,19,18,0,0,0,0,48,8,2198.0,2,8,409020.0,286290.0,-1.868634,52.47446899999999,20,2,1,300.0,4128.0,4128.0,0,2,1,0,28,6,0,0,9,7
2,9,9,0,10,10,0,25,5,1598.0,1,9,518690.0,166550.0,-0.295733,51.385594,1,2,2,23.0,240.0,0.0,0,2,2,1,25,5,0,0,9,10
1,3,18,0,0,0,0,37,7,124.0,1,12,437514.0,563852.0,-1.415569,54.967886,10,1,2,149.0,1018.0,3062.0,1,1,1,0,37,7,0,0,3,2
2,9,5,0,0,0,0,30,6,1968.0,2,5,445078.0,522729.0,-1.303803,54.597738,17,2,1,245.0,19.0,1027.0,1,1,1,1,27,6,0,0,9,1
1,9,12,0,0,0,0,23,5,1229.0,1,6,385687.0,349189.0,-2.214916,53.039779,21,2,1,253.0,500.0,0.0,1,2,1,1,38,7,0,0,9,4
2,9,3,0,0,0,0,36,7,1587.0,1,9,495967.0,182081.0,-0.617954,51.529494,43,2,2,473.0,7302.0,335.0,0,2,2,1,6,2,0,0,9,4
1,9,18,0,0,0,0,30,6,1398.0,1,2,431999.0,428440.0,-1.516214,53.751351,13,3,1,204.0,1.0,0.0,1,1,1,1,30,6,0,0,9,8
1,9,16,0,0,10,0,32,6,1781.0,1,14,329930.0,330780.0,-3.042403,52.869914,22,2,3,286.0,5069.0,0.0,1,1,1,0,32,6,0,0,9,7
1,9,7,0,0,0,0,31,6,1596.0,1,9,340283.0,390191.0,-2.899713,53.405143,5,2,1,91.0,0.0,5058.0,0,2,1,0,30,6,0,0,1,7
1,9,18,0,0,1,0,28,6,1198.0,1,10,392848.0,142804.0,-2.103708,51.184419,54,1,1,635.0,36.0,272.0,1,1,1,0,28,6,0,0,9,5
1,19,4,0,0,0,0,42,7,2198.0,2,6,512206.0,198707.0,-0.378636,51.67593400000001,41,5,2,437.0,41.0,0.0,0,3,1,1,48,8,0,0,9,9
1,19,4,0,0,0,0,47,8,2143.0,2,4,411920.0,289620.0,-1.825821,52.50435,20,2,2,300.0,0.0,0.0,0,1,1,0,47,8,0,0,19,2
